sy_snum,sy_pnum,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_radv
1,1,,5961.00,1.25,1.14,0.190,[Fe/H],0.383,4.30,3.980,0.49688,,
1,1,,5954.00,1.13,1.09,0.090,[Fe/H],0.327,4.37,3.630,1.88641,,
1,1,,5887.00,1.07,1.06,0.090,[Fe/H],0.588,4.41,3.550,3.49966,,
1,1,,4747.00,0.72,0.75,-0.040,[Fe/H],-0.735,4.61,5.010,2.79666,,
1,1,,5820.00,0.99,1.00,-0.030,[Fe/H],0.060,4.45,3.800,0.36760,,
1,1,,5603.00,0.85,0.87,-0.250,[Fe/H],-0.123,4.53,4.270,0.45345,,
1,1,,4315.00,0.61,0.65,-0.160,[Fe/H],-0.854,4.67,2.630,5.02117,,
1,1,,5262.00,0.81,0.84,-0.100,[Fe/H],0.481,4.56,5.010,0.37879,,
1,1,,5839.00,1.04,1.03,0.040,[Fe/H],0.288,4.41,4.370,0.77522,,
1,1,,4223.00,0.62,0.65,-0.060,[Fe/H],-0.875,4.66,3.980,1.46624,,
1,1,,5595.00,0.91,0.93,-0.060,[Fe/H],0.048,4.49,4.070,1.28042,,
1,3,,5774.00,0.96,1.02,0.050,[Fe/H],-0.038,4.49,2.000,1.64000,2.7400,
1,3,,5774.00,0.96,1.02,0.050,[Fe/H],-0.038,4.49,2.000,1.64000,2.7400,
1,3,,5777.00,1.02,1.07,0.120,[Fe/H],0.037,4.49,1.000,1.95342,1.9000,
1,8,,6015.00,1.29,1.12,0.098,[M/H],0.250,4.27,0.530,1.18855,4.6000,
1,1,,4836.00,0.73,0.78,-0.010,[Fe/H],-0.608,4.60,4.570,1.03464,5.2000,-18.32
1,1,,4184.00,0.57,0.59,-0.300,[Fe/H],-0.984,4.70,3.800,9.67188,,
1,1,,5647.00,0.93,0.95,0.000,[Fe/H],0.108,4.49,4.370,2.57107,,
1,2,,5682.00,0.97,0.98,0.050,[Fe/H],0.365,4.46,4.790,0.09524,,
1,2,,5682.00,0.97,0.98,0.050,[Fe/H],0.365,4.46,4.790,0.03760,,
1,1,,6160.00,1.25,1.16,0.050,[Fe/H],0.154,4.31,3.020,0.97869,,
1,1,,5461.00,0.86,0.95,0.090,[Fe/H],-0.215,4.55,1.660,8.00121,,
1,1,,6035.00,1.02,1.06,-0.090,[Fe/H],0.096,4.45,1.860,2.00587,,
1,1,,6106.00,1.38,1.08,-0.150,[Fe/H],0.378,4.19,5.370,1.90798,,12.25
3,1,,5973.00,1.12,1.11,0.150,[Fe/H],0.264,4.38,3.020,0.32197,,-24.88
1,1,,6154.00,1.23,1.17,0.080,[Fe/H],0.273,4.33,2.880,0.78101,,-27.31
1,1,K3,4550.00,6.30,1.31,0.110,[Fe/H],1.225,2.95,4.470,0.00730,6.8000,-62.01
1,1,,6230.00,1.50,1.26,0.120,[Fe/H],0.494,4.19,3.390,0.41794,,-1.66
1,1,,6112.00,1.99,1.34,0.030,[Fe/H],0.707,3.97,3.550,0.19419,,-47.02
1,1,,5998.00,1.11,1.07,0.020,[Fe/H],0.552,4.37,3.160,0.07146,,
1,1,,4687.00,0.61,0.63,-0.520,[Fe/H],-0.282,4.67,5.620,4.30700,,
1,1,,5877.00,1.15,1.10,0.220,[Fe/H],0.245,4.36,3.980,4.10271,,
1,1,,6173.00,1.38,1.21,0.080,[Fe/H],0.506,4.24,3.390,0.44865,,
1,1,,5248.00,0.81,0.85,-0.050,[Fe/H],-0.278,4.56,4.790,2.61354,,
1,1,,5418.00,0.76,0.80,-0.380,[Fe/H],0.764,4.58,4.170,1.92074,,
1,1,,6028.00,1.14,1.11,0.060,[Fe/H],-0.018,4.37,3.240,1.80765,,
1,1,,6113.00,1.21,1.15,0.070,[Fe/H],0.167,4.33,3.020,0.88069,,
1,3,,5883.00,1.70,1.21,0.138,[M/H],0.558,4.05,5.200,0.25139,,-41.31
1,3,,5883.00,1.70,1.21,0.138,[M/H],0.558,4.05,5.200,0.35563,,-41.31
1,3,,5904.34,1.82,1.07,0.138,[M/H],0.558,3.95,5.200,0.25139,,-41.31
1,2,,5403.00,0.85,0.89,0.000,[Fe/H],-0.183,4.54,4.370,1.85865,,
1,2,,5403.00,0.85,0.89,0.000,[Fe/H],-0.183,4.54,4.370,1.07983,,
1,1,,5663.00,0.91,0.93,-0.120,[Fe/H],-0.030,4.50,4.270,2.98696,,
1,1,,5671.00,0.93,0.95,-0.050,[Fe/H],-0.133,4.48,4.370,3.76068,,
1,1,,5988.00,1.26,1.11,0.070,[Fe/H],0.333,4.28,4.680,0.72847,,
1,1,,6167.00,1.23,1.14,0.010,[Fe/H],0.314,4.32,3.090,0.92023,,
1,1,,4673.00,0.72,0.77,0.120,[Fe/H],-0.684,4.62,2.570,1.63128,,
1,1,,5806.00,1.01,1.01,0.030,[Fe/H],0.173,4.43,4.370,16.03701,,
1,1,,5743.00,0.99,0.99,0.030,[Fe/H],-0.086,4.45,4.370,0.89453,,
1,1,,4700.00,0.70,0.73,-0.110,[Fe/H],-0.719,4.62,4.370,2.24070,,
1,1,,5869.00,1.02,1.01,-0.040,[Fe/H],0.461,4.42,3.470,0.48200,,
1,2,,5669.00,0.98,1.09,-0.180,[Fe/H],-0.106,4.47,6.600,1.65000,0.5000,27.63
1,2,,5669.00,0.92,0.91,-0.180,[Fe/H],-0.106,4.47,5.050,1.64000,0.5000,27.63
1,1,,6335.00,1.40,1.25,0.040,[Fe/H],0.378,4.24,2.340,2.53706,,
1,1,,5241.00,0.81,0.86,-0.010,[Fe/H],-0.350,4.55,4.680,3.22363,,
1,1,,5331.00,0.84,0.87,-0.010,[Fe/H],-0.322,4.54,4.680,2.88000,,
1,1,,5346.00,0.84,0.87,-0.020,[Fe/H],-0.211,4.54,4.680,2.01989,,
1,1,,5001.00,0.77,0.81,0.010,[Fe/H],-0.478,4.59,4.470,9.15588,,
1,1,,4830.00,0.73,0.78,-0.010,[Fe/H],-0.639,4.61,3.800,2.40036,,
1,1,,5482.00,0.89,0.92,0.050,[Fe/H],-0.190,4.51,4.570,4.40297,,
1,2,,6095.00,1.22,1.15,0.080,[Fe/H],0.281,4.32,3.240,0.65357,,
1,2,,6095.00,1.22,1.15,0.080,[Fe/H],0.281,4.32,3.240,0.67810,,
1,1,,5533.00,0.89,0.92,-0.030,[Fe/H],-0.174,4.51,4.270,1.95244,,
1,1,,5471.00,0.85,0.88,-0.120,[Fe/H],0.391,4.54,4.470,0.10184,,
1,2,M0 V,4781.00,0.76,0.81,0.340,[Fe/H],-0.613,4.59,1.410,2.90000,0.5000,-50.48
1,2,M0 V,4781.00,0.76,0.81,0.340,[Fe/H],-0.597,4.59,1.410,2.90000,0.5000,-50.48
1,1,,5769.00,0.96,0.97,-0.080,[Fe/H],-0.057,4.47,3.630,1.09134,,
1,1,,5539.00,0.86,0.89,-0.150,[Fe/H],-0.206,4.53,4.070,0.11360,,
1,1,,4861.00,0.75,0.81,0.090,[Fe/H],-0.585,4.59,4.170,2.12768,,-36.01
1,1,,5612.00,0.91,0.93,-0.070,[Fe/H],0.407,4.50,4.270,0.23560,0.5000,
1,1,,5409.00,0.83,0.86,-0.110,[Fe/H],-0.078,4.54,4.470,3.06120,,
1,1,,5718.00,0.97,0.97,-0.010,[Fe/H],0.024,4.46,4.470,1.87035,,
1,1,,5665.00,0.93,0.94,-0.090,[Fe/H],0.134,4.47,4.170,3.74820,,
1,1,,5508.00,0.87,0.90,-0.070,[Fe/H],0.142,4.52,4.270,4.45566,,
1,1,,5679.00,0.94,0.96,-0.020,[Fe/H],-0.109,4.47,4.170,1.12282,,
1,1,,5403.00,0.86,0.89,0.010,[Fe/H],-0.442,4.53,4.570,4.35145,,
1,1,,5699.00,1.41,1.08,0.300,[Fe/H],0.281,4.17,5.630,0.54000,0.7000,-29.60
1,1,,5857.00,1.02,1.02,0.020,[Fe/H],0.355,4.44,3.800,3.36280,,
2,1,,4834.00,0.73,0.77,-0.010,[Fe/H],-0.642,4.60,4.270,3.54555,,
1,1,,5730.00,0.99,1.00,0.060,[Fe/H],0.097,4.45,4.270,2.31284,,
1,2,,5416.00,0.99,0.95,0.260,[Fe/H],-0.119,4.42,8.710,0.26440,,
1,2,,5416.00,0.99,0.95,0.260,[Fe/H],-0.119,4.42,8.710,0.44401,,
1,1,,4990.00,0.76,0.82,0.020,[Fe/H],-0.572,4.59,3.390,1.87375,,-24.28
1,1,,5350.00,0.84,0.89,0.020,[Fe/H],-0.409,4.54,4.370,4.12240,,
1,1,,6040.00,1.15,1.10,0.020,[Fe/H],0.052,4.36,3.470,1.48273,,
1,1,,4963.00,0.75,0.81,-0.010,[Fe/H],-0.468,4.60,2.750,42.35500,,
1,1,,5421.00,0.86,0.91,0.010,[Fe/H],-0.282,4.53,4.370,11.37484,,
1,1,,7005.00,2.01,1.60,0.020,[Fe/H],0.738,4.04,1.350,0.45596,,15.54
1,1,,5690.00,1.02,1.00,0.040,[Fe/H],-0.052,4.42,2.340,1.54000,0.5000,-47.12
1,1,,4755.00,0.72,0.77,0.020,[Fe/H],-0.629,4.61,3.630,8.96358,,
1,1,,5582.00,0.90,0.96,0.050,[Fe/H],-0.194,4.51,2.820,2.82159,2.5000,15.89
1,1,,5478.00,0.86,0.93,0.010,[Fe/H],-0.261,4.54,2.400,8.14697,,
1,1,,5461.00,0.87,0.91,-0.020,[Fe/H],-0.225,4.52,4.070,2.25960,,
1,1,,5427.00,0.84,0.93,0.030,[Fe/H],-0.306,4.55,1.910,2.03637,,
1,1,,5886.00,1.15,1.05,0.030,[Fe/H],0.148,4.33,5.500,1.64351,,
1,1,,5840.00,1.02,1.02,0.040,[Fe/H],0.233,4.43,4.070,0.65013,,
1,2,,5178.00,0.80,0.84,-0.030,[Fe/H],-0.718,4.56,5.890,3.39073,,
1,2,,5178.00,0.80,0.84,-0.030,[Fe/H],-0.718,4.56,5.890,2.92892,,
1,3,,4598.00,0.70,0.76,0.130,[Fe/H],-0.763,4.63,2.140,6.11686,,
1,3,,4598.00,0.70,0.76,0.130,[Fe/H],-0.763,4.63,2.140,12.30954,,
1,2,,5214.00,0.82,0.92,0.220,[Fe/H],-0.389,4.57,1.510,3.24214,,
1,2,,5214.00,0.82,0.92,0.220,[Fe/H],-0.389,4.57,1.510,1.59429,,
1,2,,5779.00,0.98,0.94,-0.200,[Fe/H],-0.025,4.43,8.420,1.53000,0.5000,3.14
1,2,,5779.00,0.98,0.94,-0.200,[Fe/H],-0.037,4.43,8.420,1.53000,0.5000,3.14
2,1,,4511.00,0.67,0.70,-0.080,[Fe/H],-0.821,4.64,4.680,4.61175,,
1,1,,5431.00,0.85,0.88,-0.060,[Fe/H],-0.299,4.54,4.470,1.72343,,
1,1,,6146.00,1.22,1.15,0.040,[Fe/H],0.191,4.33,2.820,0.08845,,
1,1,,5213.00,0.78,0.86,-0.060,[Fe/H],-0.344,4.58,2.290,2.18901,,-22.84
1,1,,3687.00,0.50,0.52,0.070,[Fe/H],-1.354,4.76,4.370,4.83840,,
1,1,,4897.00,0.75,0.80,0.070,[Fe/H],-0.512,4.59,3.890,2.55402,,
1,1,,5232.00,0.83,0.87,0.070,[Fe/H],-0.360,4.55,4.680,2.54944,,
1,1,,5315.00,0.83,0.87,-0.010,[Fe/H],-0.476,4.55,4.570,2.04472,,
1,1,,6002.00,1.09,1.07,-0.010,[Fe/H],0.143,4.38,3.630,0.09556,,22.78
1,1,,5310.00,0.83,0.87,-0.020,[Fe/H],-0.320,4.54,4.570,7.27802,,
1,1,,5539.00,1.11,0.99,0.180,[Fe/H],-0.133,4.34,2.790,1.12000,0.5000,-30.98
1,1,,5935.00,1.06,1.05,0.010,[Fe/H],0.262,4.41,3.550,1.82309,,
1,1,,5718.00,0.96,0.98,0.010,[Fe/H],-0.081,4.47,4.070,6.84413,,
1,1,,6139.00,1.29,1.16,0.050,[Fe/H],0.511,4.28,3.550,0.64822,,
1,1,,6052.00,1.08,1.13,0.120,[Fe/H],0.150,4.42,1.410,0.39852,,
1,1,,5610.00,0.93,0.96,0.040,[Fe/H],-0.108,4.49,3.980,1.55540,,
1,1,,5434.00,0.85,0.91,0.000,[Fe/H],-0.283,4.54,3.390,3.13923,,
1,1,,5642.00,0.98,0.96,0.040,[Fe/H],-0.047,4.43,6.170,4.77055,,
1,1,,5637.00,0.91,0.97,0.010,[Fe/H],-0.145,4.51,2.450,4.07825,,
1,1,,4005.00,0.53,0.55,-0.320,[Fe/H],-1.047,4.73,3.160,3.38055,,
1,1,,5074.00,0.78,0.82,0.010,[Fe/H],-0.427,4.58,4.680,18.99927,,
2,1,,4782.00,0.73,0.79,0.180,[Fe/H],-0.585,4.61,1.470,2.86000,0.5000,-23.00
1,2,,5948.00,1.08,1.05,0.010,[Fe/H],-0.050,4.39,3.550,0.60420,,
1,2,,5948.00,1.08,1.05,0.010,[Fe/H],-0.050,4.39,3.550,1.52952,,
1,1,,4392.00,0.61,0.64,-0.250,[Fe/H],-0.831,4.67,3.470,6.80263,,
1,1,,4944.00,0.74,0.80,-0.040,[Fe/H],-0.570,4.60,3.020,2.48007,,
1,1,,3843.00,0.54,0.57,0.030,[Fe/H],-1.229,4.72,3.890,4.12779,,
1,1,,3934.00,0.54,0.56,-0.130,[Fe/H],-1.139,4.72,3.240,3.88290,,
1,1,,5206.00,0.80,0.83,-0.070,[Fe/H],-0.419,4.57,5.010,2.68530,,
1,1,,6014.00,1.14,1.09,0.030,[Fe/H],0.242,4.36,3.630,3.67551,,
1,1,,6150.00,1.56,1.22,0.050,[Fe/H],0.496,4.14,3.630,0.44755,,-28.54
1,1,,6058.00,1.18,1.12,0.070,[Fe/H],0.193,4.34,3.310,5.80107,,
1,1,,6237.00,1.65,1.29,0.050,[Fe/H],0.538,4.11,3.090,0.35446,,-52.35
1,1,M1 V,3800.00,0.60,0.62,0.040,[Fe/H],-1.172,4.04,,3.88024,,
1,3,M3 V,3412.00,0.31,0.31,-0.500,[Fe/H],-1.947,4.94,1.000,15.80000,0.0000,-5.68
1,3,M3 V,3412.00,0.31,0.31,-0.500,[Fe/H],-1.947,4.94,1.000,15.80000,0.0000,-5.68
1,3,M3 V,3412.00,0.31,0.31,-0.500,[Fe/H],-1.947,4.94,1.000,15.80000,0.0000,-5.68
1,2,M4.5 V,3216.00,0.21,0.19,-0.240,[Fe/H],-0.321,5.06,5.000,25.99071,,-13.23
1,2,M4.5 V,3216.00,0.21,0.19,-0.240,[Fe/H],-0.321,5.06,5.000,25.99071,,-13.23
1,1,m3 V,3381.00,0.25,0.24,-0.130,[Fe/H],-2.146,4.87,,22.20000,2.0000,
1,1,M1,3643.00,0.50,0.50,-0.120,[Fe/H],-1.387,4.77,,5.60000,,42.22
1,1,M5,3036.00,0.19,0.15,,,-2.565,5.06,,31.73000,,
1,1,M0.0 V,3950.00,0.58,0.59,0.410,[Fe/H],-1.125,4.64,,3.73287,2.0000,-8.04
1,2,M(6.1+/-0.7) V,2960.00,0.17,0.14,-0.090,[Fe/H],-2.697,5.12,0.500,31.10000,2.0000,14.10
1,2,M(6.1+/-0.7) V,2960.00,0.17,0.14,-0.090,[Fe/H],-2.697,5.12,0.500,31.10000,2.0000,14.10
1,1,M3.0 V,3475.00,0.43,0.43,-0.050,[Fe/H],-1.699,4.95,2.000,7.51790,2.0000,
3,1,M2.5V,3337.00,0.28,0.26,-0.340,[Fe/H],-2.046,4.97,,17.30000,3.4000,-5.43
2,2,M4 V,3331.00,0.37,0.40,0.280,[Fe/H],-1.809,4.90,,9.74547,1.3000,
2,2,M4 V,3331.00,0.37,0.40,0.280,[Fe/H],-1.809,4.90,,9.74547,1.3000,
1,1,G7 V,5443.00,0.95,0.77,0.270,[Fe/H],-0.149,4.35,1.900,1.81000,1.0600,-10.63
1,2,,4194.00,1.61,,0.260,[Fe/H],-0.192,3.65,,,16.8200,
1,2,,4194.00,1.61,,0.260,[Fe/H],-0.192,3.65,,,16.8200,
1,1,,5000.00,0.82,0.87,,,-1.464,4.96,,11.19938,,
1,1,A8,7554.00,2.10,1.72,0.000,[Fe/H],1.176,4.00,1.000,0.33000,109.0000,
2,1,A7 V,7800.00,1.92,1.75,0.000,[Fe/H],1.087,4.10,0.800,0.35500,45.6600,-18.31
1,1,,,,0.06,,,,,,,,
1,1,,,,0.30,,,,,,,,
1,1,,,,0.21,,,,,,,,
1,1,K,,,0.56,,,,,,,,
1,1,,,,0.56,,,,,,,,
1,1,,,,0.52,,,,,,,,
1,1,,,,0.19,,,,,,,,
1,1,,,,0.16,,,,,,,,
1,1,,,,0.58,,,,,,,,
1,1,,,,0.11,,,,,,,,
1,1,,,,0.18,,,,,,,,
1,1,,5950.00,,0.67,,,,,,,,
1,1,,,,0.75,,,,,,,,
1,1,,,,0.11,,,,,,,,
1,1,,,,0.15,,,,,,,,
1,1,,,,0.86,,,,,,,,
1,1,,,,0.39,,,,,,,,
1,1,,,,0.49,,,,,,,,
1,1,,,,0.10,,,,,,,,
1,1,,,,0.88,,,,,,,,
1,1,,,,0.02,,,,,,,,
1,1,,,,0.01,,,,,,,,
1,1,,,,0.29,,,,,,,,
1,1,,,,0.15,,,,,,,,
1,1,,,,0.75,,,,,,,,
1,1,,,,0.03,,,,,,,,
2,1,,,,1.98,,,,,,,,
1,1,K3 III,4284.00,39.59,9.06,-0.020,[Fe/H],2.072,2.20,4.150,,,33.22
1,1,K4 III,4200.00,21.02,1.37,-0.020,[M/H],2.157,1.80,,,,34.57
1,1,G5 V,5780.00,0.99,1.01,0.023,[Fe/H],-0.011,4.44,4.150,1.43409,,34.19
1,1,G5 V,5725.00,0.89,0.96,0.030,[Fe/H],-0.018,4.57,4.150,1.12635,,34.06
1,1,F9 V,6165.00,1.22,1.14,-0.046,[M/H],0.289,4.30,,0.83866,,33.18
1,1,M0.5,3916.00,0.57,0.62,0.000,[M/H],-1.153,4.71,,4.40000,1.0000,97.18
1,1,K5 V,4600.00,0.70,0.70,-0.020,[M/H],-0.757,4.59,10.400,,4.0000,39.09
1,1,K,5050.00,0.83,0.86,0.220,[Fe/H],-0.395,4.50,3.900,2.10900,1.1000,21.41
1,1,G,5690.00,1.59,1.02,-0.030,[Fe/H],0.338,4.04,9.400,0.35900,0.5000,-12.60
1,1,,5819.00,1.79,1.30,0.250,[Fe/H],0.517,4.04,4.230,0.31000,6.2000,29.35
2,1,K1 V,5187.00,0.84,0.90,0.100,[Fe/H],-0.311,4.20,5.900,2.00067,1.2000,30.29
1,1,G6 V,5600.00,0.95,0.99,0.150,[Fe/H],-0.086,4.40,3.280,1.61507,2.0000,34.68
1,1,G7 V,5550.00,1.21,1.00,0.350,[Fe/H],0.117,4.35,10.290,0.67558,2.5000,29.13
1,1,G4 V,5650.00,1.34,1.02,0.150,[Fe/H],0.241,4.00,9.220,0.61631,4.1000,34.81
1,1,G5 V,5610.00,1.39,1.00,0.150,[Fe/H],0.270,4.16,10.840,0.53884,0.5000,5.19
1,1,F5 V,6478.00,1.70,1.64,-0.060,[Fe/H],0.631,4.20,2.170,0.47700,15.2000,-26.36
2,1,G6 V,5600.00,0.93,1.02,0.120,[Fe/H],-0.144,4.45,,1.09000,1.0000,8.57
1,1,,5143.00,0.84,0.75,-0.280,[M/H],-0.353,4.50,,1.91000,2.7500,111.20
1,1,K2 V,4987.00,0.74,0.66,0.120,[Fe/H],-0.511,4.52,,2.81225,,-5.52
1,1,,4730.00,0.75,0.77,0.110,[Fe/H],-0.592,4.70,9.770,3.93040,2.8510,-19.14
1,1,K0 V,5241.00,0.98,0.89,0.240,[Fe/H],-0.210,4.41,12.480,1.23245,3.5600,
1,1,F8 V,6330.00,1.38,1.34,0.310,[Fe/H],0.389,4.37,0.960,0.64571,6.3800,38.79
2,2,WD,57000.00,,0.54,,,,,,,,
2,2,WD,57000.00,,0.54,,,,,,,,
2,1,,40000.00,0.19,0.42,,,1.974,5.50,,80.39140,,
2,2,,32780.00,0.15,0.46,,,1.375,5.74,,187.95240,,
2,2,,32780.00,0.15,0.46,,,1.375,5.74,,187.95240,,
1,1,K V,,,0.63,,,,,,,,
1,1,,,,0.46,,,,,,,,
1,1,K5,,,0.69,,,,,,,,
1,1,,,,0.22,,,,,,,,
1,2,,,,0.51,,,,,,,,
1,2,,,,0.51,,,,,,,,
2,1,M,,,0.41,,,,,,,,
1,1,,,,0.64,,,,,,,,
2,1,,,,0.71,,,,,,,,
1,1,,,,0.37,,,,,,,,
1,1,,,,0.41,,,,,,,,
1,1,M,,,0.26,,,,,,,,
1,1,,,,0.21,,,,,,,,
1,2,G5 V,,,1.06,,,,,5.000,,,
1,2,G5 V,,,1.06,,,,,5.000,,,
1,1,,,,0.02,,,,,,,,
1,1,,,,0.44,,,,,,,,
1,1,,,,0.34,,,,,,,,
1,1,M V,,,0.29,,,,,,,,
1,1,,,,0.40,,,,,,,,
1,1,M V,,,0.57,,,,,,,,
1,1,,,,0.10,,,,,,,,
1,1,,,,0.54,,,,,,,,
2,1,,,,0.11,,,,,,,,
1,1,,,,0.29,,,,,,,,
1,1,,,,0.46,,,,,,,,
1,1,,,,0.33,,,,,,,,
1,1,,,,0.71,,,,,,,,
1,1,,,,0.62,,,,,,,,
1,2,,,,0.40,,,,,,,,
1,2,,,,0.40,,,,,,,,
1,1,,,,0.51,,,,,,,,
1,1,,,,0.10,,,,,,,,
1,1,,,,0.30,,,,,,,,
1,1,,,,0.38,,,,,,,,
1,1,,,,0.34,,,,,,,,
1,1,,,,0.55,,,,,,,,
1,1,,,,0.08,,,,,,,,
1,1,,,,0.13,,,,,,,,
2,1,,,,0.72,,,,,,,,
1,1,,,,0.30,,,,,,,,
1,1,,,,0.88,,,,,,,,
1,1,,,,0.08,,,,,,,,
1,1,,,,0.10,,,,,,,,
1,1,,,,0.40,,,,,,,,
1,1,,,,0.25,,,,,,,,
1,1,,,,0.56,,,,,,,,
1,1,,,,0.20,,,,,,,,
1,1,,,,0.70,,,,,,,,
1,1,,,,0.55,,,,,,,,
1,1,,,,0.21,,,,,,,,
1,1,,,,0.81,,,,,,,,
1,1,,,,0.23,,,,,,,,
1,1,,,,0.04,,,,,,,,
1,1,,,,0.23,,,,,,,,
1,1,,,,0.12,,,,,,,,
1,1,G V,5912.00,,1.00,-0.240,[Fe/H],,4.50,,,,
1,2,,,,0.18,,,,,,,,
1,2,,,,0.18,,,,,,,,
1,1,,,,1.11,,,,,,,,
1,1,,,,0.43,,,,,,,,
2,1,,,,0.42,,,,,,,,
1,1,G2 V,5950.00,1.17,1.14,0.280,[Fe/H],0.188,4.18,3.100,0.50900,7.7000,-6.25
1,1,K2 V,5040.00,0.83,0.82,0.190,,-0.339,4.54,8.800,2.14000,1.0000,25.15
1,1,K4 V,4790.00,0.77,0.78,0.090,,-0.529,4.55,13.200,2.36500,9.0000,-7.94
1,1,F5 V,6210.00,1.32,1.30,0.370,[Fe/H],0.371,4.31,1.200,0.72000,,39.68
1,1,,5924.00,1.14,1.14,0.370,,0.241,4.14,4.300,0.46000,,
1,1,,6325.00,1.64,1.33,0.110,,0.267,4.17,2.600,0.48600,,
1,1,F8 V,6050.00,1.74,1.17,0.250,[Fe/H],0.350,4.09,3.000,0.36100,3.2000,-48.32
1,1,,6933.00,1.53,1.52,-0.050,[Fe/H],0.512,4.24,1.000,0.59700,39.3300,
1,1,M9,2375.00,0.23,0.02,,,-2.770,4.25,5.000,22.64533,,
1,2,K7,3972.00,1.26,0.76,-0.110,[Fe/H],-0.456,3.68,0.005,0.54110,17.2700,3.13
1,2,K7,3972.00,1.06,0.76,-0.110,[Fe/H],-0.489,3.68,0.005,0.54110,17.2700,3.13
4,1,F,6407.00,1.73,1.53,0.210,[Fe/H],0.660,4.14,2.000,0.29300,32.6000,21.18
1,1,,5629.00,1.00,0.94,-0.078,[Fe/H],-0.102,4.41,2.040,1.30000,1.4300,
1,1,K5 V,4400.00,0.59,0.69,-0.030,[Fe/H],-1.087,4.63,,4.81400,5.3000,-16.23
1,1,,,,1.44,,,,,,,,
1,3,,,,1.40,,,,,3.000,,,
1,3,,,,1.40,,,,,3.000,,,
1,3,,,,1.40,,,,,3.000,,,
2,1,,,,1.35,,,,,,,,
1,1,,4500.00,,1.40,,,,,12.500,,,
1,1,,,,1.40,,,,,,,,
1,1,,6174.00,1.15,1.24,0.190,[Fe/H],0.245,4.41,,1.03503,9.6000,33.95
2,2,,5300.00,0.83,0.94,0.180,[Fe/H],-0.336,4.51,0.578,2.01172,5.1000,34.29
2,2,,5300.00,0.83,0.94,0.180,[Fe/H],-0.336,4.51,0.578,2.01172,5.1000,34.29
3,1,M5.5 V,3050.00,0.14,0.12,,,-2.810,5.16,,48.76265,,
1,1,,5013.00,0.80,0.84,0.171,[Fe/H],-0.438,4.55,1.190,2.28600,1.7600,-38.06
1,1,F7 V,6124.00,1.25,1.16,0.016,[Fe/H],0.300,4.30,3.200,0.82300,5.9000,-25.49
1,1,,4645.00,0.78,0.74,0.020,[m/H],-0.683,4.53,5.000,2.24100,3.2800,-23.55
1,1,G0 V,6007.00,1.27,1.15,-0.041,[Fe/H],0.279,4.29,0.310,0.78000,10.2000,6.04
1,1,K1 V,5215.00,0.85,0.90,0.103,[Fe/H],-0.318,4.53,0.170,2.07000,7.1000,-28.76
1,1,G2 V,5747.00,1.08,1.13,0.377,[Fe/H],0.056,4.43,0.530,1.28600,4.5000,-9.54
2,1,K2 V,5052.00,0.72,0.82,-0.025,[Fe/H],-0.514,4.64,1.020,3.08000,2.9000,-27.86
1,1,F4 V,6387.00,1.56,1.41,0.276,[Fe/H],0.563,4.20,1.690,0.52100,13.8000,-4.70
1,1,G0 V,5738.00,1.31,1.03,0.025,[Fe/H],0.228,4.21,8.300,0.64100,2.7000,5.57
1,1,K5 V,4309.00,0.70,0.72,0.252,[Fe/H],-0.821,4.61,7.500,3.01500,4.3000,2.92
2,1,M0,3850.00,1.07,0.87,0.140,[Fe/H],-0.790,4.07,0.008,0.56288,7.2000,-8.00
2,1,M0,3433.00,1.34,1.00,,,-0.792,,0.003,,,1.13
2,1,M,3904.00,0.19,0.44,,,-2.108,5.08,,31.76099,,
1,1,M4,3192.00,0.20,0.17,-0.020,[M/H],-2.441,5.05,5.000,27.33385,,-30.90
2,1,M2,3646.00,0.56,0.56,,,-1.298,4.68,,4.40603,,-11.20
2,1,,3828.93,1.10,,,,-0.628,,,,,-12.14
1,1,,,1.45,1.10,,,,,,,,
1,1,,,1.18,1.24,,,,,,,,
1,1,,4620.00,1.17,1.04,-0.199,[M/H],-0.250,4.50,0.017,1.26737,68.2000,20.97
1,1,,5805.00,1.42,0.25,,,0.317,4.15,,0.50685,,
1,1,G3,5788.00,1.09,1.03,0.140,[Fe/H],0.078,4.38,5.700,1.07600,2.1800,30.03
1,2,K7,4250.00,0.69,0.68,0.200,[Fe/H],-0.854,4.60,8.200,2.97000,4.0000,-9.52
1,2,K7,4250.00,0.69,0.68,0.200,[Fe/H],-0.854,4.60,8.200,2.97000,4.0000,-9.52
1,1,M3 V,3403.00,0.33,0.31,,,-1.854,4.88,2.000,12.80000,7.2000,-72.40
1,1,M3 V,3553.00,0.48,0.48,0.041,[Fe/H],-1.487,4.77,,6.31000,,
1,1,M0.5 V,3997.00,0.62,0.63,0.330,[Fe/H],-1.054,4.64,5.300,3.74000,2.0000,-27.75
1,3,K0 V,5320.00,0.85,0.86,-0.020,[Fe/H],-0.285,4.52,6.800,1.99000,1.0000,11.06
1,3,K0 V,5320.00,0.85,0.86,-0.020,[Fe/H],-0.285,4.52,6.800,1.99000,1.0000,11.06
1,3,K0 V,5320.00,0.85,0.86,-0.020,[Fe/H],-0.285,4.52,6.800,1.99000,1.0000,11.06
2,1,,4775.00,0.71,0.74,-0.500,[Fe/H],-0.590,4.61,4.800,2.92000,,
