sy_snum,sy_pnum,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,st_radv
1,2,,,0.91,,,,,,
1,3,,,0.93,,,,,,
1,3,,0.82,,,,,,,
1,3,5648.00,0.94,,,,,,,
1,3,,0.82,,,,,,,
1,3,5724.00,1.10,,-0.220,,4.50,,,
1,3,5648.00,0.94,,,,,,,
1,3,6438.00,1.50,,,,4.20,,,
1,3,,0.82,,,,,,,
1,3,5724.00,1.10,,-0.220,,4.50,,,
1,1,,,0.22,,,,,,
1,2,4114.00,0.50,,0.006,,4.80,,,
1,2,,,0.56,,,,,,
1,2,,0.67,,,,,,,
1,2,3893.00,0.57,,,,,,,
1,2,4114.00,0.50,,0.006,,4.80,,,
1,1,,0.37,,,,,,,
1,1,3297.00,0.25,,-0.330,,4.90,,,
1,1,,,0.41,,,,,,
1,2,,0.67,,,,,,,
1,2,,,0.71,,,,,,
1,2,,0.67,,,,,,,
1,2,4749.00,0.73,,,,,,,
1,2,4752.00,0.76,0.83,0.019,,4.60,,,
1,1,3811.00,0.60,0.59,,-1.169,4.65,,3.8797,
1,1,3880.00,0.59,0.61,0.140,-1.153,,0.790,4.2000,34.85
1,1,4148.21,0.57,0.66,,,,,,
1,1,3811.00,0.60,0.59,,-1.169,4.65,,3.8797,
1,1,,0.64,,,,,,,
1,1,4057.00,0.58,0.62,0.200,,4.70,,,
1,1,6128.00,1.36,1.16,,0.373,4.23,,0.6439,
1,1,6046.00,1.41,,0.050,,4.14,,,
1,1,6025.00,1.38,1.18,0.100,,4.25,3.990,0.6300,1.26
1,1,6069.00,1.39,1.17,0.100,,4.22,,2.2530,
1,1,6128.00,1.36,1.16,,0.373,4.23,,0.6439,
1,1,,1.40,,,,,,,
1,1,,1.48,,,,,,,
1,1,6128.00,1.36,,,,4.23,,,
1,1,6320.00,1.49,,,,4.22,,,
1,2,,0.75,,,,,,,
1,2,5171.00,0.80,0.83,-0.030,,4.55,,,
1,2,,,0.83,,,,,,
1,2,,0.75,,,,,,,
1,2,5008.00,0.78,0.83,,-0.467,4.58,,2.5038,
1,2,5171.00,0.80,0.83,-0.030,,4.55,,,
1,1,,1.22,,,,,,,
1,1,,,1.11,,,,,,
1,1,,,0.91,,,,,,
1,2,,0.98,,,,,,,
1,2,,,0.95,,,,,,
1,2,6004.00,0.98,0.99,-0.180,,4.45,,,
1,2,6055.00,0.95,1.13,,0.038,4.54,,1.8589,
1,2,6055.00,0.95,1.13,,0.038,4.54,,1.8589,
1,2,5928.00,0.95,,-0.210,,4.49,,,
1,2,,0.98,,,,,,,
1,2,,0.95,,,,,,,
1,2,6004.00,0.98,0.99,-0.180,,4.45,,,
1,2,5765.00,0.93,,-0.390,,4.40,,,
1,2,5765.00,0.93,,-0.390,,4.40,,,
1,2,,0.95,,,,,,,
1,2,4581.00,0.67,0.72,,-0.751,4.65,,3.4085,
1,2,4581.00,0.67,0.72,,-0.751,4.65,,3.4085,
1,2,4684.00,0.67,0.69,-0.137,,4.62,,3.1900,-16.00
1,2,4684.00,0.67,0.69,-0.137,,4.62,,3.1900,-16.00
1,1,5620.00,0.89,,0.280,,4.50,,,
1,2,,,0.94,,,,,,
1,2,5499.00,1.00,,-0.230,,4.50,,,
1,2,,1.01,,,,,,,
1,2,,1.02,,,,,,,
1,2,5470.00,0.87,0.94,-0.025,,4.53,,,
1,2,5613.00,0.95,,0.010,,4.60,,,
1,2,5617.00,0.98,0.97,0.130,,4.45,,,
1,2,,0.97,,,,,,,
1,2,5590.00,0.83,0.93,0.025,-0.119,4.56,5.000,,-15.86
1,2,5496.00,0.95,0.92,0.060,,4.42,,,
1,2,5496.00,0.98,0.90,0.060,,4.42,,1.3500,
1,2,5590.00,0.91,0.97,0.080,,4.54,,,
1,2,5617.00,0.98,0.97,0.130,,4.45,,,
1,2,5590.00,0.83,0.93,0.025,-0.119,4.56,5.000,,-15.86
1,2,5590.00,0.91,0.97,0.080,,4.54,,,
1,2,5496.00,0.95,0.92,0.060,,4.42,,,
1,2,5613.00,0.95,,0.010,,4.60,,,
1,2,,0.97,,,,,,,
1,2,,1.02,,,,,,,
1,2,5470.00,0.87,0.94,-0.025,,4.53,,,
1,1,3782.00,0.32,,-0.180,,5.00,,,
1,1,3506.00,0.42,0.42,,-1.612,4.80,,7.7399,
2,1,6202.00,1.59,1.32,0.141,0.526,4.16,3.020,0.4650,36.85
2,1,6513.00,1.74,,,,4.08,,,
1,1,4898.00,2.70,0.90,-0.230,,3.52,,0.0640,
1,3,5430.00,1.71,1.05,0.200,,3.99,9.000,0.2980,
1,3,5430.00,1.71,1.05,0.200,,3.99,9.000,0.2980,
1,3,5430.00,1.71,1.05,0.200,,3.99,9.000,0.2980,
1,1,2838.00,,0.05,,-0.699,,0.001,,
1,2,3326.00,0.30,0.30,0.100,-1.972,4.85,,,
1,2,3326.00,0.30,0.30,0.100,-1.972,4.85,,,
1,1,3348.00,0.31,0.29,0.040,-1.971,4.93,9.900,14.1100,14.65
1,1,3413.00,0.32,,,,4.91,,,
1,1,3390.00,0.31,,,,4.94,,,
1,3,2953.00,0.16,0.12,-0.080,-2.770,,7.000,,1.06
1,3,2953.00,0.16,0.12,-0.080,-2.770,,7.000,,1.06
1,3,2953.00,0.16,0.12,-0.080,-2.770,,7.000,,1.06
1,2,3202.00,0.23,,,,4.86,,,
1,2,3270.00,0.21,0.18,-0.120,-2.359,,5.000,29.6000,35.00
1,2,,,,,,,,,
1,2,3270.00,0.21,0.18,,-2.359,,,,35.08
1,2,,0.26,0.18,,,4.88,,15.4000,
1,2,3270.00,0.21,0.18,,-2.359,,,,35.08
1,2,3357.57,0.37,0.37,0.160,,4.88,,,
1,2,3287.00,0.36,0.34,,-1.869,4.87,,10.5255,
1,2,3287.00,0.36,0.34,,-1.869,4.87,,10.5255,
1,2,3287.00,0.36,0.34,,-1.869,4.87,,10.5255,
1,2,3357.57,0.37,0.37,0.160,,4.88,,,
1,1,2949.00,0.21,0.15,,-2.553,4.94,,23.2900,
1,1,3250.00,0.21,0.18,0.290,-2.337,5.03,,25.4000,
1,1,3000.00,,,,,5.00,,,
1,1,,0.21,0.16,,,4.99,,24.1000,
1,1,3026.00,0.21,0.16,,-2.484,4.99,,23.9000,-21.10
1,1,3074.00,0.21,0.18,,-2.431,5.04,,26.2020,
1,1,3026.00,0.20,,0.000,,5.00,,,
1,1,3026.00,0.21,,0.000,,5.00,,,
1,1,3026.00,0.22,0.15,0.390,,4.94,,,
1,1,3250.00,0.22,0.18,0.100,-2.312,4.99,,22.8900,
1,1,3170.00,0.18,0.16,0.000,,5.12,,38.4000,
1,1,3026.00,0.21,0.16,,-2.484,4.99,,23.9000,-21.10
1,1,3074.00,0.21,0.18,,-2.431,5.04,,26.2020,
1,1,,0.21,0.16,,,,3.000,25.2000,
1,1,,0.20,,,,,,,
1,1,3074.00,0.21,0.18,,-2.431,5.04,,26.2020,
1,1,3325.00,0.39,,,,4.89,,,
1,1,3458.00,0.39,0.38,0.100,-1.708,,,,7.48
1,1,3458.00,0.39,0.38,,,,3.900,,
1,1,3458.00,0.39,0.38,0.100,-1.708,,,,7.48
1,1,3236.00,0.19,0.18,-0.040,-2.439,5.09,,,-24.30
1,2,4640.00,0.69,0.73,0.003,-0.686,4.61,3.800,3.0300,
1,2,,0.73,0.76,,-0.706,,,,
1,2,4628.53,0.71,,,,4.32,,,
2,2,3567.00,0.39,0.38,-0.320,-1.663,4.90,,,
2,2,3742.67,0.38,0.40,-0.391,,4.89,,,
2,2,3607.00,0.38,0.38,-0.340,-1.655,4.87,,,
2,2,3607.00,0.38,0.38,-0.340,-1.655,4.87,,,
1,1,4347.00,,0.69,,-0.796,,,,
1,3,,,,,,,,,58.60
1,3,,,,,,,,,58.60
1,3,,,,,,,,,58.60
1,1,3411.78,0.38,0.39,0.183,,4.87,,,
1,1,3370.00,0.38,0.36,0.300,-1.796,4.83,,,
1,3,,,0.43,,,,,,
1,3,3371.00,,0.43,,-1.886,,,,
1,3,3371.00,,0.43,,-1.886,,,,
1,3,,,0.43,,,,,,
1,2,,,0.96,,,,,,
1,2,,,0.96,,,,,,
1,1,,,0.62,,,,,,
2,2,,,0.58,,,,,,
2,2,,,0.51,,,,,,
2,2,,,0.51,,,,,,
2,2,,,0.58,,,,,,
2,2,3564.00,,0.58,,-1.553,,,,
1,1,3451.00,0.36,0.36,-0.030,-1.772,4.96,,,22.65
1,1,3542.00,,0.53,,-1.585,,,,
1,2,3382.00,0.29,0.29,0.090,-2.056,,,,18.41
1,2,3382.00,0.29,0.29,0.090,-2.056,,,,18.41
2,1,5540.00,0.90,0.90,0.100,-0.180,4.70,,,-5.81
1,1,,,0.47,,,,,,
1,1,3556.00,0.52,0.52,-0.060,-1.342,4.73,,5.3200,
1,1,3703.00,0.52,,,,4.76,,,
1,3,3717.00,0.50,0.68,-0.300,-1.347,,,,13.60
1,3,3717.00,0.50,0.68,-0.300,-1.347,,,,13.60
1,3,3717.00,0.50,0.68,-0.300,-1.347,,,,13.60
1,2,3492.73,0.43,0.45,0.301,,4.82,,,
1,2,,,0.42,,,,,,
1,2,3510.00,,0.42,0.360,,,5.000,,87.80
1,2,,,0.26,-0.230,,,,,
1,2,3492.73,0.43,0.45,0.301,,4.82,,,
1,2,,,0.42,,,,,,
1,2,,,0.24,,,,,,
1,2,3510.00,,0.42,0.360,,,5.000,,87.80
1,1,,,0.89,,,,,,
1,1,3900.00,,0.69,0.000,,,,,
1,4,3466.00,0.40,0.42,0.020,-1.658,,,,13.30
1,4,3466.00,0.40,0.42,0.020,-1.658,,,,13.30
1,4,3466.00,0.40,0.42,0.020,-1.658,,,,13.30
1,4,3466.00,0.40,0.42,0.020,-1.658,,,,13.30
1,4,3466.00,0.40,0.42,0.020,-1.658,,,,13.30
1,4,3466.00,0.40,0.42,0.020,-1.658,,,,13.30
1,2,3159.00,0.12,0.16,-0.270,-2.569,,,,42.45
1,2,3159.00,0.12,0.16,-0.270,-2.569,,,,42.45
1,1,3526.00,0.44,0.47,-0.090,-1.538,,,,47.80
2,1,4005.00,0.58,0.64,-0.030,-1.101,4.68,4.000,,11.80
1,1,3600.00,0.57,0.54,0.200,,4.66,,4.1000,
1,1,3600.00,0.55,0.54,0.200,,4.70,,3.3000,
1,1,,0.53,0.56,,,4.74,,5.4000,
1,1,3552.00,0.50,0.50,,-1.446,4.74,,5.6242,
1,1,3552.00,0.50,0.50,,-1.446,4.74,,5.6242,
1,1,3600.00,0.50,0.54,,-1.538,,1.650,,26.52
1,1,3652.00,0.48,0.51,0.200,-1.538,4.66,1.650,,
1,1,3552.00,0.50,,,,4.74,,,
1,1,3552.00,0.50,0.50,,-1.446,4.74,,5.6242,
1,1,3652.00,0.48,0.51,0.180,,4.78,2.500,6.5100,
2,2,3347.00,0.36,0.36,0.110,-1.824,4.81,,10.9300,-1.10
2,2,3332.00,0.35,,,,4.92,,,
2,2,3347.00,0.36,0.36,0.110,-1.824,4.81,,10.9300,-1.10
1,2,3081.00,0.14,0.12,-0.070,-2.804,,5.500,,
1,2,3081.00,0.14,0.12,-0.070,-2.804,,5.500,,
1,2,3081.00,0.14,0.12,-0.070,-2.804,,5.500,,
1,3,3505.00,0.34,0.34,-0.120,-1.798,4.94,,13.6000,
1,3,3505.00,0.36,,,,4.91,,,
1,3,3505.00,0.34,0.34,-0.120,-1.798,4.94,,13.6000,
1,3,3505.00,0.34,0.34,-0.120,-1.798,4.94,,13.6000,
1,1,,0.43,0.45,,-1.699,,5.000,,5.19
1,1,3522.00,0.46,0.45,-0.010,-1.541,4.78,,6.7108,47.93
1,1,3518.00,0.46,,,,4.82,,,
1,1,3324.00,0.28,0.27,0.000,-2.062,5.05,,,-19.36
1,2,3369.00,0.32,0.31,0.000,-1.937,4.84,,14.9600,9.54
1,2,3352.00,0.33,,,,4.90,,,
1,2,3384.00,0.32,0.31,-0.020,-1.963,4.89,7.100,13.3000,10.27
1,2,3384.00,0.32,0.31,-0.020,-1.963,4.89,7.100,13.3000,10.27
1,1,3579.00,0.43,0.43,-0.090,-1.571,4.88,,,
1,1,3867.00,0.61,0.63,-0.040,-1.120,4.65,,,
1,2,3722.00,0.49,0.50,-0.160,-1.387,4.77,,,-44.81
1,2,3722.00,0.49,0.50,-0.160,-1.387,4.77,,,-44.81
1,2,3719.95,0.37,0.39,-0.361,,4.90,,,
1,2,3719.00,0.37,0.39,-0.362,,4.89,8.047,,
1,2,3563.00,0.39,0.39,-0.380,-1.658,,,,-84.65
1,2,3601.00,0.39,0.39,-0.090,-1.710,4.87,,,-85.02
2,2,4205.93,0.67,0.69,0.243,,4.62,,,
2,2,4120.00,0.68,0.65,0.240,-0.924,4.65,12.400,,
2,2,4205.93,0.67,0.69,0.243,,4.62,,,
2,2,4120.00,0.68,0.65,0.240,-0.924,4.65,12.400,,
1,1,,,0.35,,,,,,
1,1,3323.00,,0.35,,-1.959,,,,
1,1,3387.00,0.41,0.41,0.120,-1.706,4.97,6.900,,
1,3,,,0.48,,,,,,
1,3,3600.00,,0.48,-0.220,-1.469,,,,
1,3,3472.00,,0.48,,-1.699,,,,
1,3,3461.00,0.50,0.59,-0.170,,4.81,,,
1,3,3472.00,,0.48,,-1.699,,,,
1,3,,,0.48,,,,,,
1,3,,,0.48,,,,,,
1,1,3350.00,,0.44,-0.030,-1.620,,,,
1,1,,,,,,,,,
1,1,3500.00,0.45,0.45,0.000,,5.00,,,
1,1,3585.00,0.44,0.45,,,4.84,,,
1,1,3350.00,0.46,0.45,-0.030,-1.585,4.84,6.000,6.4300,
1,1,,,0.45,-0.030,,,,,
1,1,3416.00,0.46,0.56,0.020,,4.84,,8.3300,
1,1,3350.00,0.46,0.45,-0.030,-1.585,4.84,6.000,6.4300,
1,1,3500.00,0.45,0.46,-0.030,,4.79,,6.9300,
1,1,3479.00,0.45,0.45,,,,,,
1,1,,0.45,,,,,,,
1,1,3586.11,0.42,0.44,0.099,,4.84,,,
1,1,3456.00,0.43,0.42,,-1.633,4.80,,7.6875,
1,1,,0.46,0.47,,,4.79,,7.0000,
1,1,3500.00,,,0.000,,4.50,,,
1,1,3456.00,0.43,,,,4.80,,,
1,1,3350.00,,,-0.150,,4.43,,,
1,1,3456.00,0.43,0.42,,-1.633,4.80,,7.6875,
1,1,3456.00,0.43,0.42,,-1.633,4.80,,7.6875,
1,1,3456.00,0.43,0.42,,-1.633,4.80,,7.6875,
1,1,,,0.41,,,,3.000,,
1,1,,,0.45,,,,,,
1,1,3297.00,0.33,,,,4.89,,,
1,1,3340.00,0.33,0.32,0.070,-1.917,,,,
1,1,6234.00,,1.22,0.280,0.332,4.60,0.160,,
1,1,3728.00,0.50,0.51,-0.140,-1.367,4.76,0.800,,
1,1,3674.00,0.51,0.51,,-1.373,4.73,,5.4445,
1,1,3685.00,0.50,0.52,-0.080,-1.377,4.75,,,-25.62
1,3,,0.29,0.31,-0.250,-1.886,,2.000,,-9.21
1,3,3396.00,0.33,0.31,,-1.885,4.89,,12.2238,
1,3,3396.00,0.33,0.31,,-1.885,4.89,,12.2238,
1,3,,,,,,,,,-9.21
1,3,,0.29,0.31,,-1.886,,4.300,,
1,3,3490.39,0.32,0.32,-0.088,,4.94,,,
1,3,,0.29,0.31,,-1.886,,4.300,,
1,3,,,,,,,,,-9.21
1,3,3490.39,0.32,0.32,-0.088,,4.94,,,
1,3,3396.00,0.33,0.31,,-1.885,4.89,,12.2238,
1,3,3396.00,0.33,0.31,,-1.885,4.89,,12.2238,
1,3,,,,,,,,,-9.21
1,3,,0.29,0.31,,-1.886,,4.300,,
1,3,3396.00,0.33,0.31,,-1.885,4.89,,12.2238,
1,3,3396.00,0.33,0.31,,-1.885,4.89,,12.2238,
1,1,3499.00,0.31,0.30,-0.380,-1.894,4.94,,,-12.85
1,1,3807.22,0.50,0.53,0.044,,4.76,,,
1,1,3700.00,,0.54,0.080,,,,,
3,5,,,,,,,,,6.50
3,5,3650.00,,,,,,,,
3,5,3650.00,,,,,,,,
3,5,3350.00,,0.33,-0.550,-1.863,4.69,2.000,,6.50
3,5,3650.00,,,,,,,,
3,5,,,,,,,,,6.50
3,5,3350.00,,0.33,-0.550,-1.863,4.69,2.000,,6.50
3,5,3650.00,,,,,,,,
3,5,3350.00,,0.33,-0.550,-1.863,4.69,2.000,,6.50
3,5,3350.00,,0.33,-0.550,-1.863,4.69,2.000,,6.50
3,5,3350.00,,0.33,-0.550,-1.863,4.69,2.000,,6.50
1,1,3600.00,,0.35,-0.280,-1.796,,0.550,,
2,4,,,0.63,,,,,,
2,4,,,0.71,0.230,,,,,
2,4,,,,,,,,,-39.04
2,4,3734.00,0.69,0.73,0.080,,4.62,,,
2,4,,,,,,,,,
2,4,,,,,,,,,-39.04
2,4,,,0.63,,,,,,
2,4,,,0.71,0.230,,,,,
2,4,,,0.63,,,,,,
2,4,,,,,,,,,-39.04
2,4,,,0.71,0.230,,,,,
2,4,,,,,,,,,-39.04
2,4,,,0.63,,,,,,
1,1,,,0.46,,,,,,
1,2,3028.00,,0.27,,-2.699,,,,
1,2,3028.00,,0.27,,-2.699,,,,
1,1,3816.00,0.54,0.55,-0.150,-1.253,4.72,,,
1,2,3413.00,0.42,0.41,,-1.672,,,,
1,2,,,0.40,,,,,,
1,2,3561.30,0.40,0.42,0.063,,4.86,,,
1,2,3340.00,0.43,0.45,0.150,,4.82,,,
1,2,,,0.40,,,,,,
2,1,3837.00,0.56,0.57,-0.140,-1.217,4.71,,,
1,1,3913.00,0.56,0.58,0.080,-1.206,4.68,,,
1,1,3657.00,0.48,0.45,-0.700,,4.70,,,
1,1,3472.00,,0.45,-0.300,-1.585,4.70,,,
1,1,,0.44,0.44,,,4.79,,7.1640,
1,2,,,0.49,0.160,,,3.000,,
1,2,3407.00,0.46,0.46,,-1.583,4.77,,6.5137,
1,2,3241.00,0.53,0.65,0.240,,4.80,,,
1,2,,,0.49,0.220,,,,,
1,2,3562.68,0.47,0.50,0.396,,4.79,,,
1,2,,,0.49,,-1.553,,,,
1,2,,,0.49,0.220,,,,,
1,2,3562.68,0.47,0.50,0.396,,4.79,,,
2,1,,,0.80,,,,,,
2,1,5151.00,,0.77,-0.268,,4.59,,,
2,1,5182.00,0.77,0.93,-0.220,,4.63,,,
1,4,3271.00,0.35,0.34,,-1.893,4.87,,10.8656,
1,4,,,0.37,,,,,,
1,4,3271.00,0.35,0.34,,-1.893,4.87,,10.8656,
1,4,3271.00,0.35,0.34,,-1.893,4.87,,10.8656,
1,4,3271.00,0.35,0.34,,-1.893,4.87,,10.8656,
1,4,3293.74,0.37,0.37,0.213,,4.87,,,
1,4,,,0.33,0.050,-1.886,,2.550,,
1,4,,0.30,0.32,,-1.907,,1.000,,
1,4,3271.00,0.35,0.34,,-1.893,4.87,,10.8656,
1,4,3271.00,0.35,0.34,,-1.893,4.87,,10.8656,
1,4,,,0.33,0.050,-1.886,,2.550,,
1,4,,,0.37,,,,,,
1,4,3271.00,0.35,0.34,,-1.893,4.87,,10.8656,
1,4,3293.74,0.37,0.37,0.213,,4.87,,,
1,4,,0.30,0.32,,-1.907,,1.000,,
1,4,3293.74,0.37,0.37,0.213,,4.87,,,
1,4,3271.00,0.35,0.34,,-1.893,4.87,,10.8656,
1,4,,0.30,0.32,,-1.907,,1.000,,
1,4,3271.00,0.35,0.34,,-1.893,4.87,,10.8656,
1,4,3271.00,0.35,0.34,,-1.893,4.87,,10.8656,
1,4,,,0.37,,,,,,
1,4,,,0.33,0.050,-1.886,,2.550,,
1,4,,,0.37,,,,,,
1,4,,0.30,0.32,,-1.907,,1.000,,
1,4,3271.00,0.35,0.34,,-1.893,4.87,,10.8656,
1,2,3688.00,0.47,0.49,-0.060,-1.434,4.78,2.880,,
1,2,3688.00,0.47,0.49,-0.060,-1.434,4.78,2.880,,
2,1,,,0.44,,,,,,
1,1,3154.00,0.16,0.15,-0.130,-2.595,5.01,,,-28.83
1,1,,,0.15,,,,,,
1,1,3785.00,,0.60,0.140,-1.052,,,,
1,1,3836.00,0.57,0.59,0.050,-1.200,4.69,8.900,,
1,1,,,0.67,,,,,,
1,3,4255.00,0.60,0.61,-0.280,,4.70,,3.9700,
1,3,4255.00,0.65,0.66,-0.280,,4.70,,,
1,3,4269.00,0.61,0.61,-0.500,,4.65,,3.7600,
1,3,4219.00,0.62,0.64,-0.290,,4.66,,,31.95
1,3,4340.00,0.60,0.61,-0.260,,4.66,10.000,,
1,3,4199.00,0.63,,,,4.65,,,
1,3,4269.00,0.61,0.61,-0.500,,4.65,,3.7600,
1,3,4340.00,0.60,0.61,-0.260,,4.66,10.000,,
1,3,4219.00,0.62,0.64,-0.290,,4.66,,,31.95
1,3,4255.00,0.65,0.66,-0.280,,4.70,,,
1,3,4219.00,0.62,0.64,-0.290,,4.66,,,31.95
1,3,4255.00,0.65,0.66,-0.280,,4.70,,,
1,3,4340.00,0.60,0.61,-0.260,,4.66,10.000,,
1,3,4269.00,0.61,0.61,-0.500,,4.65,,3.7600,
1,1,7000.00,1.56,1.68,0.350,0.727,4.27,0.270,0.6203,-3.70
1,1,4360.00,1.94,,,,,,,
1,1,,,0.70,,,,0.001,,
1,1,,,0.60,,,,0.005,,
1,1,4432.00,0.90,0.69,,-0.546,4.37,,1.3207,
1,1,4200.00,,0.90,,-0.420,,0.010,,
1,1,4200.00,,0.90,,-0.420,,0.005,,
1,1,,,0.33,0.100,,,0.100,,-1.60
1,1,5470.00,0.95,0.95,,,,,1.4600,
1,1,5720.00,1.06,1.00,,,,,0.8480,
1,1,3879.00,0.56,0.56,0.060,-1.222,,,,-9.70
2,1,3805.00,0.51,0.52,0.130,-1.306,4.69,,,-5.78
1,1,3654.00,0.43,0.43,-0.220,-1.523,4.88,,,
1,1,3663.00,0.42,0.42,-0.300,-1.553,4.83,,,
1,1,3656.00,0.43,0.43,-0.230,-1.530,4.87,,,
2,1,5980.00,1.14,1.13,0.130,,,2.700,,
2,1,5980.00,1.17,1.15,0.130,,4.36,,0.9080,
2,1,5980.00,,,0.130,,4.38,,,
2,1,6051.20,1.18,,,,4.35,,,
2,1,5975.00,1.14,1.13,0.130,0.170,4.38,2.700,1.0890,
2,1,6067.00,1.15,1.12,,0.180,,3.600,,
2,1,6000.00,,,0.100,,4.50,,,
2,1,,1.11,1.13,,,,,,
2,1,,,,,,,,,
2,1,6051.18,1.18,1.13,0.158,0.225,4.35,,0.9701,
2,1,5975.00,1.11,1.13,0.130,,4.40,2.100,1.1610,
2,1,5975.00,1.14,1.13,0.130,0.170,4.38,2.700,1.0890,
2,1,6051.18,1.18,1.13,0.158,0.225,4.35,,0.9701,
2,1,5975.00,1.15,1.12,0.130,0.180,4.45,3.600,,
1,2,4757.30,0.76,,,,4.56,,,
1,2,4708.00,0.77,0.88,0.290,,4.37,,2.7300,
1,2,4777.56,0.76,0.77,0.300,-0.567,4.56,,2.4744,
1,2,,,0.81,0.330,,,,,
1,2,,,,,,,,,
1,2,,,,,,,,,
1,2,4777.00,0.77,0.83,0.320,,4.59,,3.7001,
1,2,4780.00,0.69,0.81,0.310,,4.66,,3.4020,
1,2,4780.00,0.68,0.81,0.310,,,6.500,,
1,2,4864.00,0.75,,,,,,,
1,2,4780.00,0.75,0.81,0.310,-0.585,,6.500,,
1,2,4777.00,0.77,0.83,0.320,,4.59,,3.7001,
1,2,4766.00,0.74,0.79,,,4.59,9.000,,
1,2,4777.56,0.76,0.77,0.300,-0.567,4.56,,2.4744,
1,2,4778.00,0.76,0.83,0.320,,4.59,,3.6935,
1,2,4653.00,0.74,0.81,0.340,,4.60,2.690,,
1,2,4780.00,0.75,0.81,0.310,-0.585,,6.500,,
1,2,4777.00,0.77,0.83,0.320,,4.59,,3.7001,
1,2,4780.00,0.68,0.81,0.310,,,6.500,,
1,2,,,0.81,,,,,,
1,1,4665.00,0.68,0.69,-0.200,,4.61,7.200,2.2050,-40.46
1,1,4650.00,0.70,0.73,-0.290,-0.678,4.61,2.500,,-40.51
1,1,4652.87,0.70,0.74,-0.063,-0.680,4.61,,2.9952,
1,1,,,,,,,,,
1,1,4650.00,0.70,0.73,-0.290,-0.678,4.61,2.500,,-40.51
1,1,4650.00,0.70,0.73,-0.290,,4.61,,,
1,1,4652.87,0.70,0.74,-0.063,-0.680,4.61,,2.9952,
1,1,4650.00,0.70,0.73,-0.290,-0.678,4.61,2.500,,-40.51
1,1,4652.87,0.70,,,,4.61,,,
1,1,4559.00,0.70,0.73,-0.300,-0.680,,2.500,,
1,1,,,0.73,-0.290,,,,,
1,1,4650.00,,,-0.290,,4.61,,,
1,1,4650.00,0.70,0.73,-0.290,,,2.500,,
1,2,5720.00,1.83,,,,3.92,,,
1,2,5653.00,,,0.410,,4.13,,,
1,2,,,,,,,,,
1,2,,,,,,,,,
1,2,,1.76,1.32,,,,,,
1,2,,,1.32,0.460,,,,,
1,2,5653.00,1.56,1.22,0.410,,,5.000,,
1,2,5653.00,1.56,1.22,0.410,0.346,4.13,5.000,,14.69
1,2,5653.00,1.56,1.22,0.410,0.346,4.13,5.000,,14.69
1,2,5653.00,,,0.410,,4.13,,,
1,2,5653.00,1.56,1.22,0.410,0.346,4.13,5.000,,14.69
1,2,,1.76,1.32,,,,,,
1,2,,,1.32,0.460,,,,,
1,2,,,,,,,,,
2,1,6600.00,1.47,1.39,0.110,0.563,4.25,1.300,,-20.81
2,1,6600.00,1.47,1.39,0.110,0.563,4.25,1.300,,-20.81
2,1,,,,,,,,,
2,1,,,1.42,0.070,,,,,
2,1,6727.60,1.55,,,,4.22,,,
2,1,6600.00,1.59,1.42,0.110,,4.19,1.500,0.4960,
2,1,6600.00,,,0.110,,4.25,,,
2,1,,1.47,1.39,,,,,,
2,1,6583.00,1.53,1.32,0.080,0.592,4.10,1.600,0.5230,
2,1,6727.61,1.55,1.43,0.127,0.644,4.22,,0.5476,
2,1,6600.00,1.82,2.65,0.110,,4.25,,0.6200,
2,1,6600.00,1.47,1.39,0.110,,,1.300,,
1,1,,,,,,,,,
1,1,5568.00,1.08,1.01,0.220,0.000,4.38,6.800,,31.23
1,1,,,1.01,0.310,,,,,
1,1,5568.00,1.07,1.00,0.220,,4.38,,1.1400,
1,1,5568.00,1.08,1.01,0.220,,,6.500,,
3,1,,,,,,,,,
3,1,6158.00,,,0.170,,4.34,,,
3,1,6158.00,,,0.170,,4.34,,,
3,1,,,1.22,0.120,,,,,
3,1,6158.00,1.24,1.22,0.170,,,2.000,,
3,1,6158.00,,1.20,,,,,,-16.55
3,1,6158.00,1.24,1.22,0.170,0.294,4.34,2.000,,-16.83
3,1,6140.00,1.24,,,,4.32,,,
3,1,6158.00,1.24,1.22,0.170,0.294,4.34,2.000,,-16.83
1,2,5246.00,0.84,0.86,0.000,-0.319,4.52,7.800,,20.13
1,2,5246.00,0.84,0.86,0.000,,,7.800,,
1,2,,,0.86,0.060,,,,,
1,2,5336.96,0.84,0.92,0.051,-0.289,4.55,,2.1987,
1,2,5246.00,0.87,0.99,0.000,,4.53,,2.0800,
1,2,,,,,,,,,
1,2,5336.96,0.84,,,,4.55,,,
1,2,5246.00,0.84,0.86,0.000,-0.319,4.52,7.800,,20.13
1,2,5336.96,0.84,0.92,0.051,-0.289,4.55,,2.1987,
1,2,5246.00,0.84,0.86,0.000,,,7.800,,
1,2,5246.00,0.84,0.86,0.000,-0.319,4.52,7.800,,20.13
1,1,4790.00,0.74,0.77,0.140,-0.585,4.59,,2.6881,
1,1,4803.00,0.75,0.77,0.100,-0.569,4.57,12.400,,-11.92
1,1,4870.00,0.72,0.77,0.100,,4.61,,2.9400,
1,1,,,0.77,0.140,,,,,
1,1,4803.00,0.75,0.77,0.100,-0.569,4.57,12.400,,-11.92
1,1,,,,,,,,,
1,1,4803.00,0.75,0.77,0.100,,,12.400,,
