pl_name,hostname,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_gaiamag
Kepler-1414 b,Kepler-1414,1,1,0,3.51576315,0.0426,1.23,0.11,2.04,0.00642,M-R relationship,0,209.46,1033,0,,4951,0.75,0.8,-0.02,[Fe/H],-0.464,4.59,4.68,11.12801,,,,14.8607
Kepler-1415 b,Kepler-1415,1,1,0,0.63642408,0.0144,1.29,0.115,2.21,0.00696,M-R relationship,0,2138.08,1846,0,,5267,0.84,0.89,0.12,[Fe/H],-0.297,4.54,4.17,5.77265,,,,15.7209
Kepler-1416 b,Kepler-1416,1,1,0,1.49514952,0.0257,0.88,0.079,0.615,0.00193,M-R relationship,0,2658.55,1870,0,,6019,1.15,1.09,0.03,[Fe/H],0.284,4.35,2.95,0.4439,,,,14.226
Kepler-1417 b,Kepler-1417,1,1,0,20.3505213,0.1431,1,0.089,0.972,0.00306,M-R relationship,0,114.33,695,0,,5839,1.02,1.02,0.02,[Fe/H],0.395,4.43,4.07,0.44314,,,,13.8576
Kepler-1418 b,Kepler-1418,1,1,0,22.4764425,0.131,1.66,0.148,3.39,0.0107,M-R relationship,0,7.29,419,0,,4770,0.72,0.77,0,[Fe/H],-0.616,4.61,3.63,3.48546,,,,15.2813
Kepler-1419 b,Kepler-1419,1,1,0,42.5215895,0.2391,2.86,0.255,8.55,0.0269,M-R relationship,0,21.24,510,0,,5796,1.01,1.01,0.04,[Fe/H],0.042,4.43,4.37,1.38123,,,,15.7181
Kepler-142 b,Kepler-142,1,3,0,2.024152,0.032,1.99,0.178,4.62,0.0145,M-R relationship,0,1247.91,1597,0,,5790,1.27,0.99,0.08,[Fe/H],0.107,4.26,8.2,0.77079,,,,13.197
Kepler-142 c,Kepler-142,1,3,0,4.761702,0.057,2.86,0.255,8.55,0.0269,M-R relationship,0,399.44,1201,0,,5790,1.27,0.99,0.08,[Fe/H],0.107,4.26,8.2,1.17774,,,,13.197
Kepler-142 d,Kepler-142,1,3,0,41.809118,0.242,2.16,0.193,5.31,0.0167,M-R relationship,0,22.07,582,1,,5790,1.27,0.99,0.08,[Fe/H],0.107,4.26,8.2,0.77217,,,,13.197
Kepler-1420 b,Kepler-1420,1,1,0,6.69960006,0.0671,1.28,0.114,2.18,0.00687,M-R relationship,0,131.53,806,0,,5187,0.79,0.82,-0.1,[Fe/H],-0.232,4.57,4.9,2.60281,,,,15.8488
Kepler-1421 b,Kepler-1421,1,1,0,6.9131112,0.0762,0.93,0.083,0.749,0.00236,M-R relationship,0,649.15,1209,0,,6335,1.42,1.25,0.05,[Fe/H],0.599,4.23,2.75,0.36798,,,,12.7261
Kepler-1422 b,Kepler-1422,1,1,0,18.6051942,0.1499,2.02,0.18,4.74,0.0149,M-R relationship,0,156.9,833,0,,6194,1.23,1.15,0,[Fe/H],0.447,4.32,3.02,0.43843,,,,15.6194
Kepler-1423 b,Kepler-1423,1,1,0,23.955378,0.1586,1.06,0.095,1.2,0.00377,M-R relationship,0,71.16,741,0,,4939,0.75,0.79,-0.02,[Fe/H],-0.52,4.59,4.68,6.49067,,,,14.5581
Kepler-1424 b,Kepler-1424,1,1,0,29.6091744,0.1861,1.16,0.103,1.65,0.00521,M-R relationship,0,37.12,629,0,,5838,1.07,1.02,0.01,[Fe/H],0.271,4.39,5.25,1.18792,,,,13.5925
Kepler-1425 b,Kepler-1425,1,1,0,14.4541302,0.1038,0.94,0.084,0.779,0.00245,M-R relationship,0,216.41,676,0,,5718,0.95,0.97,-0.03,[Fe/H],0.398,4.47,4.07,0.21194,,,,13.5629
Kepler-1426 b,Kepler-1426,1,1,0,14.2563227,0.1187,1.56,0.139,3.05,0.00961,M-R relationship,0,95.22,797,0,,5831,1.02,1.02,0.03,[Fe/H],0.035,4.43,4.07,1.21534,,,,15.1663
Kepler-1427 b,Kepler-1427,1,1,0,0.96897238,0.0197,1.1,0.098,1.37,0.0043,M-R relationship,0,2730.51,1844,0,,5793,1.01,1.01,0.06,[Fe/H],0.016,4.44,4.07,2.4494,,,,15.4816
Kepler-1428 b,Kepler-1428,1,1,0,10.67607169,0.1059,1.64,0.146,3.33,0.0105,M-R relationship,0,817.58,1049,0,,6184,1.36,1.28,0.35,[Fe/H],0.944,4.28,2.04,0.93831,,,,13.5234
Kepler-1429 b,Kepler-1429,1,1,0,4.48487493,0.055,1.29,0.115,2.21,0.00696,M-R relationship,0,551.16,1199,0,,5902,1.07,1.05,0.04,[Fe/H],0.138,4.4,4.17,1.63772,,,,14.8316
Kepler-143 b,Kepler-143,1,2,0,16.007583,0.127,2.41,0.215,6.39,0.0201,M-R relationship,0,118.33,838,0,,5848,1.36,1.06,-0.073,[M/H],0.294,4.2,5.62,89.87267,,,,13.7057
Kepler-143 c,Kepler-143,1,2,0,27.082511,0.181,3.37,0.301,11.3,0.0355,M-R relationship,0,58.7,703,0,,5848,1.36,1.06,-0.073,[M/H],0.294,4.2,5.62,0.592,,,,13.7057
Kepler-1430 b,Kepler-1430,1,1,0,2.46050993,0.0304,1.18,0.105,1.76,0.00553,M-R relationship,0,208.54,969,0,,4796,0.72,0.77,-0.03,[Fe/H],-0.816,4.62,2.09,2.636,,,,15.2824
Kepler-1431 b,Kepler-1431,1,1,0,5.86601526,0.0648,1.47,0.131,2.76,0.00869,M-R relationship,0,469.82,1064,0,,5806,1.03,1.03,0.07,[Fe/H],0.243,4.42,4.27,0.71412,,,,15.2711
Kepler-1432 b,Kepler-1432,1,1,0,23.9109011,0.1696,2.22,0.198,5.56,0.0175,M-R relationship,0,119.24,709,0,,6031,1.13,1.09,0.02,[Fe/H],0.449,4.37,3.47,1.32201,,,,15.3702
Kepler-1433 b,Kepler-1433,1,1,0,4.13592271,0.0516,1.56,0.139,3.05,0.00961,M-R relationship,0,535.42,1226,0,,6097,1.19,1.14,0.07,[Fe/H],0.247,4.34,3.02,1.65579,,,,
Kepler-1434 b,Kepler-1434,1,1,0,8.05333618,0.0894,1.11,0.099,1.41,0.00444,M-R relationship,0,925.29,1320,0,,6291,2.04,1.47,0.19,[Fe/H],0.862,3.98,2.57,0.10881,,,-21.78,12.0421
Kepler-1435 b,Kepler-1435,1,1,0,4.45343281,0.0546,0.86,0.077,0.566,0.00178,M-R relationship,0,893.89,1331,0,,6356,1.32,1.21,-0.03,[Fe/H],0.468,4.28,2.63,0.63089,,,,12.8692
Kepler-1436 b,Kepler-1436,1,1,0,9.705716,0.0907,1.31,0.117,2.27,0.00714,M-R relationship,0,772.08,1001,0,,5972,1.09,1.06,-0.01,[Fe/H],0.801,4.39,3.8,0.21434,,,,14.9099
Kepler-1437 b,Kepler-1437,1,1,0,10.9295461,0.0951,1.37,0.122,2.45,0.00771,M-R relationship,0,83.14,770,0,,5557,0.9,0.93,-0.02,[Fe/H],0.316,4.51,4.57,0.44297,,,,15.6607
Kepler-1438 b,Kepler-1438,1,1,0,2.31942009,0.0346,0.94,0.084,0.779,0.00245,M-R relationship,0,561.12,1490,0,,5530,0.96,0.97,0.2,[Fe/H],0.123,4.46,5.37,3.7238,,,,14.861
Kepler-1439 b,Kepler-1439,1,1,0,8.07392849,0.0594,1.46,0.13,2.73,0.00859,M-R relationship,0,9.08,420,0,,3578,0.43,0.46,-0.03,[Fe/H],-1.544,4.83,4.07,6.98546,,,,16.0979
Kepler-144 b,Kepler-144,1,2,0,5.885273,0.066,1.33,0.119,2.33,0.00733,M-R relationship,0,426.72,1253,0,,6075,1.24,1.15,-0.185,[M/H],0.282,4.29,0.94,0.78667,,,-1.36,11.9438
Kepler-144 c,Kepler-144,1,2,0,10.104665,0.094,1.35,0.12,2.39,0.00752,M-R relationship,0,207.25,1046,0,,6075,1.24,1.15,-0.185,[M/H],0.282,4.29,0.94,0.78667,,,-1.36,11.9438
Kepler-1440 b,Kepler-1440,1,1,0,39.859484,0.2274,1.26,0.112,2.13,0.00669,M-R relationship,0,44.73,597,0,,5698,0.96,0.98,0.04,[Fe/H],0.377,4.46,4.47,0.35257,,,,14.1018
Kepler-1441 b,Kepler-1441,1,1,0,39.4419839,0.2346,1.31,0.117,2.27,0.00714,M-R relationship,0,33.05,682,0,,5802,1,1,0.01,[Fe/H],0.325,4.45,3.89,0.89182,,,,14.2567
Kepler-1442 b,Kepler-1442,1,1,0,81.4162941,0.4039,3.93,0.351,14.7,0.0461,M-R relationship,0,25.97,522,0,,6394,1.44,1.34,0.26,[Fe/H],0.651,4.25,1.7,0.37809,,,12.22,12.0303
Kepler-1443 b,Kepler-1443,1,1,0,2.41811321,0.0368,0.97,0.087,0.871,0.00274,M-R relationship,0,2809.16,1602,0,,6289,1.27,1.19,0,[Fe/H],0.561,4.3,2.63,0.45275,14.7,,3.02,12.212
Kepler-1444 b,Kepler-1444,1,1,0,33.42035034,0.2015,2.18,0.194,5.39,0.017,M-R relationship,0,25.94,581,0,,5810,1.05,1.03,0.06,[Fe/H],0.021,4.4,4.79,1.19806,,,-29.62,12.2578
Kepler-1445 b,Kepler-1445,1,1,0,10.60052251,0.0948,0.96,0.086,0.84,0.00264,M-R relationship,0,248.55,987,0,,6150,1.26,1.13,-0.03,[Fe/H],0.34,4.28,3.8,0.77032,3.4,,11.79,12.4184
Kepler-1446 b,Kepler-1446,1,1,0,0.68996783,0.0141,0.82,0.073,0.477,0.0015,M-R relationship,0,1213.33,1539,0,,4865,0.75,0.81,0.11,[Fe/H],-0.651,4.6,2.63,3.39604,,,-31.77,12.4086
Kepler-1447 b,Kepler-1447,1,1,0,56.6747285,0.2836,2.9,0.259,8.75,0.0275,M-R relationship,0,10.35,522,0,,5722,0.95,0.97,-0.03,[Fe/H],-0.042,4.47,4.17,3.10523,,,,14.6643
Kepler-1448 b,Kepler-1448,1,1,0,12.27065865,0.1058,1.61,0.144,3.22,0.0101,M-R relationship,0,86.64,811,0,,5774,0.93,0.95,-0.16,[Fe/H],-0.069,4.49,3.55,3.52728,,,,14.3796
Kepler-1449 b,Kepler-1449,1,1,0,13.2274528,0.1176,1.68,0.15,3.46,0.0109,M-R relationship,0,271.88,867,0,,5979,1.1,1.08,0.04,[Fe/H],0.509,4.39,3.47,0.50978,,,,15.0306
Kepler-145 b,Kepler-145,1,2,0,22.951,0.1699,2.65,0.236,37.1,0.117,Mass,0.43,154.71,873,1,,6022,1.85,1.32,-0.001,[M/H],0.692,4.02,3.24,0.20152,,,-26.09,11.8746
Kepler-145 c,Kepler-145,1,2,0,42.882,0.2578,4.32,0.385,79.4,0.25,Mass,0.11,67.19,709,1,,6022,1.85,1.32,-0.001,[M/H],0.692,4.02,3.24,0.20152,,,-26.09,11.8746
Kepler-1450 b,Kepler-1450,1,1,0,54.5094166,0.2401,1.71,0.153,3.57,0.0112,M-R relationship,0,3.08,308,0,,4524,0.68,0.71,-0.02,[Fe/H],-0.768,4.63,4.37,6.53451,,,,15.4892
Kepler-1451 b,Kepler-1451,1,1,0,35.622233,0.2101,3.35,0.299,11.2,0.0352,M-R relationship,0,18.75,523,0,,5782,0.99,1,0.01,[Fe/H],-0.119,4.45,4.17,2.56109,,,,15.2999
Kepler-1452 b,Kepler-1452,1,1,0,42.913751,0.2697,2.7,0.241,7.75,0.0244,M-R relationship,0,73.5,810,0,,6101,2.06,1.41,0.14,[Fe/H],0.721,3.95,3.24,0.14148,,,,13.0714
Kepler-1453 b,Kepler-1453,1,1,0,47.1611696,0.262,2.67,0.238,7.61,0.0239,M-R relationship,0,11.89,503,1,,5665,0.94,0.97,0.01,[Fe/H],-0.14,4.48,4.27,6.42254,,,,15.5278
Kepler-1454 b,Kepler-1454,1,1,0,47.0319479,0.2447,1.88,0.168,4.19,0.0132,M-R relationship,0,9.08,492,0,,5448,0.86,0.9,-0.02,[Fe/H],-0.255,4.53,4.57,1.96539,,,,14.8994
Kepler-1455 b,Kepler-1455,1,1,0,49.276764,0.2149,2.16,0.193,5.31,0.0167,M-R relationship,0,1.53,298,0,,4075,0.6,0.62,-0.02,[Fe/H],-1.141,4.68,4.17,4.07774,,18.32,,15.8657
Kepler-1456 b,Kepler-1456,1,1,0,18.1373829,0.1132,1.14,0.102,1.55,0.00489,M-R relationship,0,8.23,433,0,,4231,0.62,0.64,-0.09,[Fe/H],-0.957,4.67,3.72,3.309,,,,15.445
Kepler-1457 b,Kepler-1457,1,1,0,51.1110243,0.2668,1.99,0.178,4.62,0.0145,M-R relationship,0,23.47,478,0,,5866,1.01,1.01,-0.05,[Fe/H],0.215,4.43,3.72,0.85946,,,,14.0283
Kepler-1458 b,Kepler-1458,1,1,0,47.9872764,0.2495,2.76,0.246,8.05,0.0253,M-R relationship,0,8.29,493,0,,5653,0.94,0.96,0.02,[Fe/H],-0.24,4.48,4.17,4.06359,,,,14.1996
Kepler-1459 b,Kepler-1459,1,1,0,62.8691611,0.2829,1.36,0.121,2.42,0.00761,M-R relationship,0,3.51,349,0,,4828,0.74,0.78,0.01,[Fe/H],-0.523,4.61,3.89,2.81287,,,,14.5519
Kepler-146 b,Kepler-146,1,2,0,31.158799,0.2,3.71,0.331,13.3,0.0418,M-R relationship,0,32.89,639,0,,5948,1.21,1.1,-0.026,[M/H],0.148,4.31,2.7,2.0533,,,,13.8031
Kepler-146 c,Kepler-146,1,2,0,76.732171,0.364,3.13,0.279,9.96,0.0313,M-R relationship,0,9.89,473,0,,5948,1.21,1.1,-0.026,[M/H],0.148,4.31,2.7,2.0355,,,,13.8031
Kepler-1460 b,Kepler-1460,1,1,0,29.9633247,0.1614,1.96,0.175,4.5,0.0142,M-R relationship,0,5.47,391,0,,4422,0.67,0.7,-0.02,[Fe/H],-0.844,4.64,3.98,14.95658,,,,15.9191
Kepler-1461 b,Kepler-1461,1,1,0,29.3494775,0.1715,2.03,0.181,4.78,0.015,M-R relationship,0,8.88,451,0,,4919,0.74,0.79,-0.04,[Fe/H],-0.645,4.6,3.24,2.65917,,,,15.6949
Kepler-1462 b,Kepler-1462,1,1,0,65.6488341,0.3094,3.82,0.341,14,0.044,M-R relationship,0,4.7,390,0,,5756,1,1,0.06,[Fe/H],-0.314,4.45,4.07,1.49623,,,,15.8562
Kepler-1463 b,Kepler-1463,1,1,0,25.15864,0.1694,1.86,0.166,4.12,0.013,M-R relationship,0,57.63,619,0,,5679,0.95,0.96,0,[Fe/H],0.092,4.47,4.79,1.58864,,,,15.7236
Kepler-1464 b,Kepler-1464,1,2,0,31.7785901,0.1803,1.66,0.148,3.39,0.0107,M-R relationship,0,89.47,564,0,,5828,1.01,1.02,0.03,[Fe/H],0.43,4.44,3.89,0.46544,,,,14.1296
Kepler-1464 c,Kepler-1464,1,2,0,5.32786292,0.0548,1,0.089,0.972,0.00306,M-R relationship,0,968.55,1023,0,,5828,1.01,1.02,0.03,[Fe/H],0.43,4.44,3.89,0.43945,,,,14.1296
Kepler-1465 b,Kepler-1465,1,1,0,31.8277111,0.1939,1.77,0.158,3.78,0.0119,M-R relationship,0,6.25,668,0,,4726,0.71,0.75,-0.06,[Fe/H],-0.652,4.62,3.72,30.77661,,,,14.42
Kepler-1466 b,Kepler-1466,1,1,0,31.1750448,0.1942,1.55,0.138,3.02,0.00951,M-R relationship,0,21.88,585,0,,5884,1.02,1.01,-0.07,[Fe/H],-0.023,4.43,3.89,3.74352,,,,13.8694
Kepler-1467 b,Kepler-1467,1,1,0,47.0569043,0.2388,3.3,0.294,10.9,0.0343,M-R relationship,0,7.92,411,0,,5332,0.82,0.86,-0.07,[Fe/H],-0.351,4.55,4.37,2.94942,,,,15.5207
Kepler-1468 b,Kepler-1468,1,2,0,8.23984869,0.0817,1.73,0.154,3.64,0.0115,M-R relationship,0,481.35,1093,0,,5893,1.05,1.04,0.03,[Fe/H],0.531,4.42,3.55,0.39233,,,,14.9515
Kepler-1468 c,Kepler-1468,1,2,0,3.54553021,0.0466,1.15,0.103,1.6,0.00505,M-R relationship,0,1479.57,1448,0,,5893,1.05,1.04,0.03,[Fe/H],0.531,4.42,3.55,0.42542,,,,14.9515
Kepler-1469 b,Kepler-1469,1,1,0,21.8635301,0.1466,2.8,0.25,8.25,0.0259,M-R relationship,0,24.9,551,0,,5507,0.89,0.92,0.02,[Fe/H],-0.274,4.51,4.47,3.22658,,,,15.9891
Kepler-147 b,Kepler-147,1,2,0,12.610584,0.113,1.53,0.136,2.96,0.0093,M-R relationship,0,224.61,953,0,,6012,1.47,1.14,0.07,[Fe/H],0.427,4.18,4.47,0.57684,,,,13.9151
Kepler-147 c,Kepler-147,1,2,0,33.416423,0.216,2.43,0.217,6.48,0.0204,M-R relationship,0,61.29,689,0,,6012,1.47,1.14,0.07,[Fe/H],0.427,4.18,4.47,0.02384,,,,13.9151
Kepler-1470 b,Kepler-1470,1,1,0,16.2950903,0.116,1.07,0.095,1.24,0.0039,M-R relationship,0,23.92,574,0,,4961,0.76,0.8,-0.01,[Fe/H],-0.486,4.59,4.57,1.9121,,,,15.0436
Kepler-1471 b,Kepler-1471,1,1,0,3.63899398,0.0453,1.41,0.126,2.57,0.00809,M-R relationship,0,314.23,1238,0,,5660,0.93,0.95,-0.03,[Fe/H],-0.199,4.48,4.57,2.3335,,,,15.246
Kepler-1472 b,Kepler-1472,1,1,0,38.1312831,0.2322,1.9,0.17,4.27,0.0134,M-R relationship,0,57.08,613,0,,6159,1.25,1.16,0.03,[Fe/H],0.42,4.31,3.09,0.30862,,,,14.5898
Kepler-1473 b,Kepler-1473,1,1,0,14.4273551,0.116,1.19,0.106,1.81,0.0057,M-R relationship,0,111.01,783,0,,6046,1.09,1.09,-0.01,[Fe/H],0.194,4.4,2.63,0.88538,,,,13.3679
Kepler-1474 b,Kepler-1474,1,1,0,36.4333452,0.2108,2.16,0.193,5.31,0.0167,M-R relationship,0,21.39,561,0,,5870,1.04,1.04,0.04,[Fe/H],0.029,4.42,3.8,3.49918,,,,15.2172
Kepler-1475 b,Kepler-1475,1,1,0,82.177374,0.373,2.92,0.261,8.85,0.0279,M-R relationship,0,13.76,441,0,,6214,1.28,1.18,0.03,[Fe/H],0.254,4.29,2.82,0.8825,,,,15.2775
Kepler-1476 b,Kepler-1476,1,1,0,10.35863224,0.0932,1.67,0.149,3.43,0.0108,M-R relationship,0,75.64,860,0,,5663,0.96,0.98,0.06,[Fe/H],-0.243,4.47,4.57,5.34191,,,,15.4086
Kepler-1477 b,Kepler-1477,1,1,0,11.55530021,0.0911,1.18,0.105,1.76,0.00553,M-R relationship,0,78.16,674,0,,5100,0.78,0.81,-0.06,[Fe/H],-0.196,4.58,4.68,4.18999,3.3,,20.87,14.5763
Kepler-1478 b,Kepler-1478,1,1,0,26.0840594,0.1681,1.73,0.154,3.64,0.0115,M-R relationship,0,85.28,598,0,,5904,1.06,1.04,0.03,[Fe/H],0.304,4.41,3.98,0.73262,,,,15.3994
Kepler-1479 b,Kepler-1479,1,1,0,14.53261362,0.1173,1.83,0.163,4.01,0.0126,M-R relationship,0,98.57,746,0,,5796,0.98,0.99,-0.02,[Fe/H],0.145,4.45,4.27,8.91234,,,,13.7331
Kepler-148 b,Kepler-148,1,3,0,1.729366,0.028,1.8,0.161,3.89,0.0123,M-R relationship,0,609.02,1284,0,,5272,0.85,0.86,0.14,[Fe/H],-0.383,4.55,11.2,2.84319,,,,15.3362
Kepler-148 c,Kepler-148,1,3,0,4.180043,0.05,3.6,0.321,12.6,0.0398,M-R relationship,0,187.2,957,0,,5272,0.85,0.86,0.14,[Fe/H],-0.383,4.55,11.2,2.68413,,,,15.3362
Kepler-148 d,Kepler-148,1,3,0,51.84688575,0.2607,8.68,0.774,56.3,0.177,M-R relationship,0,6.53,413,0,,5172,0.81,0.86,0.07,[Fe/H],-0.383,4.56,4.68,2.53222,,,,15.3362
Kepler-1481 b,Kepler-1481,1,1,0,5.94220998,0.059,1.23,0.11,2.04,0.00642,M-R relationship,0,71.94,797,0,,4908,0.75,0.8,0.04,[Fe/H],-0.587,4.6,3.89,4.459,,,,14.7429
Kepler-1482 b,Kepler-1482,1,1,0,12.25383217,0.1016,1.01,0.09,1.01,0.00317,M-R relationship,0,86.5,678,0,,5381,0.84,0.88,-0.04,[Fe/H],-0.083,4.54,4.47,5.83094,,,,13.7295
Kepler-1483 b,Kepler-1483,1,1,0,9.5085156,0.0958,1.52,0.136,2.92,0.0092,M-R relationship,0,265.02,1131,0,,6337,1.4,1.25,0.04,[Fe/H],0.394,4.24,2.4,0.56111,,,,14.4231
Kepler-1484 b,Kepler-1484,1,1,0,30.4549136,0.1939,2.11,0.188,5.1,0.016,M-R relationship,0,35.92,624,0,,5730,0.92,0.94,-0.17,[Fe/H],0.796,4.49,3.98,0.96096,,,,15.2474
Kepler-1485 b,Kepler-1485,1,1,0,19.9157725,0.1467,1.47,0.131,2.76,0.00869,M-R relationship,0,85.18,728,0,,6087,1.12,1.11,0.02,[Fe/H],0.28,4.39,2.51,0.73854,,,,13.1796
Kepler-1486 b,Kepler-1486,1,1,0,54.6495759,0.2846,2.32,0.207,5.99,0.0189,M-R relationship,0,22.37,538,0,,5965,1.12,1.08,0.06,[Fe/H],0.312,4.38,3.55,0.66846,,,,15.2937
Kepler-1487 b,Kepler-1487,1,1,0,7.31946363,0.0898,2.13,0.19,5.18,0.0163,M-R relationship,0,323.29,1682,0,,6541,1.63,1.38,0.04,[Fe/H],0.557,4.16,1.95,0.33157,,,,13.4508
Kepler-1488 b,Kepler-1488,1,1,0,39.8189932,0.2285,1.86,0.166,4.12,0.013,M-R relationship,0,73.33,650,0,,5820,1.31,1.05,0.06,[Fe/H],0.587,4.22,6.92,0.18795,,,,13.0767
Kepler-1489 b,Kepler-1489,1,1,0,82.294751,0.3679,1.77,0.158,3.78,0.0119,M-R relationship,0,11.89,400,0,,5655,0.9,0.93,-0.13,[Fe/H],0.198,4.51,4.07,1.97446,,,,14.8084
Kepler-149 b,Kepler-149,1,3,0,29.198943,0.184,4.21,0.376,16.5,0.0519,M-R relationship,0,23.64,540,0,,5381,0.95,0.92,0.381,[M/H],-0.119,4.46,14,2.05855,,,,14.0194
Kepler-149 c,Kepler-149,1,3,0,55.328328,0.281,1.61,0.144,3.22,0.0101,M-R relationship,0,10.08,436,0,,5381,0.95,0.92,0.381,[M/H],-0.119,4.46,14,1.38589,,,,14.0194
Kepler-149 d,Kepler-149,1,3,0,160.018032,0.571,3.96,0.353,14.9,0.0467,M-R relationship,0,2.45,306,0,,5381,0.95,0.92,0.381,[M/H],-0.119,4.46,14,4.85605,,,,14.0194
Kepler-1490 b,Kepler-1490,1,1,0,92.4362973,0.3729,3.04,0.271,9.48,0.0298,M-R relationship,0,3.79,348,0,,5515,0.87,0.9,-0.08,[Fe/H],-0.319,4.52,4.57,0.23138,,,,15.4179
Kepler-1491 b,Kepler-1491,1,1,0,16.5861762,0.127,1.51,0.135,2.89,0.00909,M-R relationship,0,138.11,821,0,,5728,0.99,1,0.06,[Fe/H],0.355,4.45,4.57,0.40099,,,,15.5695
Kepler-1492 b,Kepler-1492,1,1,0,16.75255007,0.1262,1.49,0.133,2.83,0.00889,M-R relationship,0,11.52,801,0,,4712,0.72,0.77,0.06,[Fe/H],-0.754,4.62,2.82,1.71211,,,,14.4962
Kepler-1493 b,Kepler-1493,1,1,0,15.0217983,0.1197,1.41,0.126,2.57,0.00809,M-R relationship,0,137.91,874,0,,5863,1.29,1.06,0.06,[Fe/H],0.249,4.24,6.46,1.35936,,,,13.5532
Kepler-1494 b,Kepler-1494,1,1,0,91.080482,0.3982,3.07,0.274,9.64,0.0303,M-R relationship,0,9.11,415,0,,5659,0.94,0.96,0.01,[Fe/H],0.079,4.48,4.37,0.08704,,,,15.217
Kepler-1495 b,Kepler-1495,1,1,0,85.273256,0.3677,2.94,0.262,8.96,0.0282,M-R relationship,0,9.1,443,0,,5831,1.04,1.03,0.06,[Fe/H],0.052,4.42,4.17,0.73979,,,,15.6247
Kepler-1496 b,Kepler-1496,1,1,0,64.6588017,0.3211,2.22,0.198,5.56,0.0175,M-R relationship,0,18.38,535,0,,6182,1.27,1.18,0.05,[Fe/H],0.304,4.29,2.95,1.22806,,,,14.6819
Kepler-1497 b,Kepler-1497,1,1,0,8.74199772,0.0817,1.66,0.148,3.39,0.0107,M-R relationship,0,172.38,924,0,,5675,0.95,0.96,0.01,[Fe/H],-0.073,4.47,4.27,1.01784,,,,15.3761
Kepler-1498 b,Kepler-1498,1,1,0,48.051405,0.2528,1.33,0.119,2.33,0.00733,M-R relationship,0,9.86,564,0,,5256,0.81,0.86,-0.01,[Fe/H],-0.166,4.56,4.17,0.78624,,,,15.0997
Kepler-1499 b,Kepler-1499,1,1,0,44.2008,0.2196,1.19,0.106,1.81,0.0057,M-R relationship,0,7.37,409,0,,5097,0.78,0.82,-0.01,[Fe/H],-0.464,4.58,4.68,2.23047,,,,13.5155
Kepler-15 b,Kepler-15,1,1,0,4.942782,0.05714,10.76,0.96,209.76,0.66,Mass,0.06,430.68,1251,0,,5515,0.99,1.02,0.36,[Fe/H],-0.087,4.46,3.7,1.47,2,,-20,13.7136
Kepler-150 b,Kepler-150,1,5,0,3.428054,0.044,1.25,0.112,2.1,0.0066,M-R relationship,0,367.26,1131,0,,5560,0.94,0.94,-0.02,[Fe/H],-0.161,4.47,4.57,2.11056,,,,14.9743
Kepler-150 c,Kepler-150,1,5,0,7.381998,0.073,3.69,0.329,13.2,0.0415,M-R relationship,0,132.09,876,0,,5560,0.94,0.94,-0.02,[Fe/H],-0.161,4.47,4.57,2.25264,,,,14.9743
Kepler-150 d,Kepler-150,1,5,0,12.56093,0.104,2.79,0.249,8.2,0.0258,M-R relationship,0,65.14,734,0,,5560,0.94,0.94,-0.02,[Fe/H],-0.161,4.47,4.57,2.24715,,,,14.9743
Kepler-150 e,Kepler-150,1,5,0,30.826557,0.189,3.12,0.278,9.91,0.0312,M-R relationship,0,19.67,544,0,,5560,0.94,0.94,-0.02,[Fe/H],-0.161,4.47,4.57,0.09259,,,,14.9743
Kepler-150 f,Kepler-150,1,5,0,637.2093,1.24,3.64,0.325,12.9,0.0405,M-R relationship,,,,0,,5528,0.91,0.97,-0.02,[Fe/H],-0.161,4.51,4.57,1.84291,,,,14.9743
Kepler-1500 b,Kepler-1500,1,1,0,15.0330105,0.1236,1.2,0.107,1.87,0.00588,M-R relationship,0,131.82,928,0,,5845,1,1,-0.05,[Fe/H],0.275,4.44,4.07,0.05326,,,,14.5804
Kepler-1501 b,Kepler-1501,1,1,0,14.5564533,0.1228,1.56,0.139,3.05,0.00961,M-R relationship,0,100,787,0,,6229,1.3,1.2,0.04,[Fe/H],0.202,4.28,2.75,1.33607,,,,13.6458
Kepler-1502 b,Kepler-1502,1,1,0,41.7083629,0.2482,3.18,0.284,10.2,0.0322,M-R relationship,0,77.32,608,0,,6666,1.72,1.44,0.05,[Fe/H],0.742,4.13,1.7,0.39395,,,,14.0931
Kepler-1503 b,Kepler-1503,1,1,0,96.16987,0.3771,2.27,0.203,5.77,0.0182,M-R relationship,0,5.64,321,0,,5069,0.74,0.77,-0.19,[Fe/H],-0.144,4.59,5.13,2.07895,,,,15.7862
Kepler-1504 b,Kepler-1504,1,1,0,82.304003,0.3704,2.13,0.19,5.18,0.0163,M-R relationship,0,25.17,485,0,,5393,0.81,0.85,-0.17,[Fe/H],0.468,4.55,4.47,0.28092,,,,15.6311
Kepler-1505 b,Kepler-1505,1,1,0,30.8609366,0.1862,0.93,0.083,0.749,0.00236,M-R relationship,0,36.12,525,0,,5686,0.86,0.93,-0.18,[Fe/H],0.149,4.54,1.7,0.69052,,,,12.9258
