default_flag,sy_snum,sy_pnum,pl_orbper,pl_rade,pl_radj,pl_masse,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv
0,1,1,4.25679940,11.321,1.010,6814.27520,6740.00,1.56,1.37,0.020,,,,2.200,,17.0000,,
0,1,1,,,,,6558.00,1.44,1.41,0.140,[Fe/H],,4.25,,0.4310,18.4600,,
1,1,1,4.25680000,11.320,1.010,6883.91000,6740.00,1.56,1.37,,,,4.22,2.200,,17.0000,,-56.16
0,1,1,4.25679940,11.135,0.993,6747.53090,,1.54,1.36,,,,,,0.5240,35.8000,,
0,1,1,4.25679940,11.624,1.037,6979.54680,6740.00,1.57,1.40,-0.020,[Fe/H],,4.19,1.500,0.5060,,,
1,1,1,9.06005000,11.310,1.009,921.70700,5650.00,0.91,0.98,0.020,[Fe/H],,4.40,3.000,,4.3000,,-34.93
1,1,1,4.62941000,16.365,1.460,266.97720,5700.00,2.15,1.25,0.000,[Fe/H],,3.85,4.700,,2.8000,,18.60
0,1,1,9.20205000,13.002,1.160,232.33373,6190.00,1.15,1.19,0.050,[Fe/H],,4.40,0.800,1.1100,,,
1,1,1,9.20205000,13.340,1.190,228.83000,6190.00,1.17,1.16,,,,4.41,1.000,,6.4000,,32.30
0,1,1,9.20205000,13.339,1.190,223.43449,6190.00,1.17,1.16,0.050,,,,1.000,,6.4000,8.90,
1,1,1,4.03789620,15.558,1.388,148.42000,6100.00,1.19,1.00,-0.250,[M/H],,4.19,6.900,,1.0000,,
0,1,1,4.03789620,15.558,1.388,151.92274,6100.00,1.19,1.00,0.250,,,,6.900,,1.0000,,
0,1,1,4.03791560,14.079,1.256,145.88397,,1.11,0.99,,,0.180,4.34,6.310,1.0100,,,
0,1,1,4.03789620,13.249,1.182,149.38010,6100.00,1.05,1.02,-0.250,[Fe/H],,4.41,3.900,1.2000,,,
1,1,1,8.88659300,13.068,1.166,940.74000,6090.00,1.02,1.05,-0.200,[Fe/H],,4.43,,,7.6000,,-18.24
0,1,1,8.88659300,13.070,1.166,937.59850,6090.00,1.02,1.05,0.200,,,,2.500,,7.5000,6.40,
0,1,1,8.88659300,13.283,1.185,940.77680,6090.00,1.04,1.05,-0.200,[Fe/H],,4.42,2.500,1.3100,,,
0,1,2,0.85358500,,,4.80000,5256.00,0.86,0.90,0.060,[M/H],-0.289,4.52,,1.9632,,,
0,1,2,0.85400000,1.580,0.141,4.60000,5313.00,0.84,0.88,0.030,[Fe/H],,4.54,,2.1100,,,
1,1,2,0.85359163,1.681,0.150,4.07661,5275.00,0.83,0.82,0.050,[Fe/H],,4.50,,2.0000,,,
0,1,2,0.85359165,,,4.73000,5256.00,0.86,0.90,0.060,[M/H],-0.289,4.52,,1.9632,,,
0,1,2,0.85358500,1.861,0.166,6.99226,5250.00,0.96,0.88,0.120,[Fe/H],,4.42,,1.4100,,,
0,1,2,0.85359159,1.585,0.141,5.74000,5259.00,0.82,0.91,0.138,[Fe/H],,4.57,1.320,2.3540,,,
0,1,2,0.85358500,1.680,0.150,21.00000,5275.00,0.87,0.93,0.030,[M/H],,4.50,1.750,1.6000,3.5000,,31.17
1,1,2,3.69800000,,,8.40000,5256.00,0.86,0.90,0.060,[M/H],-0.289,4.52,,1.9632,,,
0,1,2,3.70000000,,,13.56000,5256.00,0.86,0.90,0.060,[M/H],-0.289,4.52,,1.9632,,,
1,1,1,6.21229000,6.390,0.570,69.92000,5080.00,0.77,0.88,0.300,[M/H],,4.58,3.000,2.7000,2.0000,,-37.47
0,1,1,6.21238100,6.389,0.570,69.28694,5080.00,0.77,0.88,0.300,,,,3.000,,2.0000,,
0,1,1,6.21244500,6.938,0.619,69.28694,,0.80,0.89,,,-0.400,4.58,1.700,2.4400,,,
0,1,1,6.21229000,7.981,0.712,68.65128,5080.00,0.90,0.88,0.310,[Fe/H],,4.47,,1.7000,,,
0,2,1,95.27380000,11.770,1.050,266.97000,5625.00,0.94,0.99,-0.010,[M/H],,4.54,,1.6800,3.5000,,19.79
0,2,1,95.27380000,11.624,1.037,262.52758,5625.00,0.94,0.96,-0.010,[Fe/H],,4.48,,1.6300,,,
0,2,1,95.27265600,11.949,1.066,268.88418,5625.00,0.96,0.96,0.010,,,,6.000,,3.5000,,
1,2,1,95.27265600,11.949,1.066,266.97720,5625.00,0.96,0.96,-0.010,[Fe/H],,4.54,6.000,1.5100,3.5000,,19.82
1,1,1,6.71837000,6.389,0.570,47.67450,5970.00,0.79,1.08,0.000,[Fe/H],-0.155,4.67,,,3.2000,,
1,2,1,4098.10000000,,,,,,0.51,,,,,,,,,
1,1,1,246.36000000,,,9057.77000,,,0.07,,,,,1.000,,,,
1,1,1,,,,3496.00000,,0.27,0.33,,,,,0.001,,,,
0,1,1,,30.264,2.700,3496.13000,4371.00,1.37,0.68,,,-0.212,4.00,,0.3771,,,
1,1,4,18.57000000,,,,6196.00,1.26,1.21,,,,4.41,2.010,,3.4100,,
1,1,4,6.58400000,,,,6196.00,1.26,1.21,,,,4.41,2.010,,3.4100,,
1,1,4,2.88200000,,,,6196.00,1.26,1.21,,,,4.41,2.010,,3.4100,,
1,1,4,5.51600000,,,,6196.00,1.26,1.21,,,,4.41,2.010,,3.4100,,
1,1,1,5.20720000,,,,6500.00,1.78,1.44,,,0.104,4.10,2.000,,5.1000,,
0,2,1,6.67360000,,,,,,,,,,,,,,,
1,2,1,6.67320000,,,,5138.00,0.91,0.87,0.180,[Fe/H],,4.30,10.900,,1.9700,21.80,
0,2,1,8693.00000000,,,1995.88832,,,,,,,,,,,,
1,2,1,10220.00000000,,,,,,0.69,,,,,,,,,
0,2,1,8.13870000,5.630,0.500,413.17900,5542.00,0.87,0.96,-0.080,[Fe/H],,4.60,0.040,2.0950,15.5000,2.85,7.88
1,2,1,8.13826800,5.700,0.509,,5428.00,0.96,1.01,0.000,,-0.140,,0.045,2.4000,17.8000,2.85,8.05
0,2,1,8.13822000,6.955,,,5414.00,0.95,,,,,4.44,,,,,
1,1,1,6.79870000,1.047,0.093,,3648.00,0.28,0.29,-0.048,[Fe/H],,5.00,,,,,
1,1,1,28.16560000,1.870,0.167,,,,0.41,,,,,,,,,
0,1,1,28.16960000,2.200,0.200,,,0.37,,,,,,,,,,
1,1,1,2.13174000,0.692,0.062,,,,0.78,,,,,,,,,
1,1,2,3.80464000,1.220,0.109,,,,1.07,,,,,,,,,
1,1,3,2.71578000,1.030,0.092,,,,0.67,,,,,,,,,
1,1,1,2.04780000,0.908,0.081,,4520.00,0.66,0.73,-0.003,[Fe/H],-0.364,4.66,,,,,
1,1,2,3.96151000,1.000,0.089,,,,0.61,,,,,,,,,
0,1,2,3.96165000,1.480,0.132,,,0.63,,,,,,,,,,
1,1,1,4.16980000,1.040,0.093,,5053.00,0.63,0.80,0.000,[Fe/H],,4.59,,,,,
0,1,1,4.16959000,1.100,0.098,,,,0.80,,,,,,,,,
0,1,1,4.16888000,1.410,0.126,,,0.63,,,,,,,,,,
0,1,2,8.04680000,1.180,0.105,,,,0.91,,,,,,,,,
1,1,2,8.05072200,1.310,0.117,,5502.70,0.83,0.88,,,,,,,,,
0,1,2,8.05160000,1.620,0.145,,,0.90,,,,,,,,,,
0,1,1,4.50717000,1.440,0.128,,,0.82,,,,,,,,,,
1,1,1,4.50756000,1.700,0.152,,,,0.93,,,,,,,,,
1,1,1,2.87814000,1.010,0.090,,,,0.22,,,,,,,,,
1,1,1,5.29711000,1.620,0.145,,,,0.56,,,,,,,,,
0,1,1,5.29853000,3.320,0.296,,,0.67,,,,,,,,,,
1,1,1,2.25372000,0.900,0.080,,,,0.41,,,,,,,,,
0,1,1,2.25558000,2.000,0.200,,,0.37,,,,,,,,,,
0,1,1,1.58316000,1.220,0.109,,,0.67,,,,,,,,,,
1,1,1,1.58252000,0.960,0.086,,,,0.71,,,,,,,,,
0,1,1,21.16987000,1.990,0.178,,3811.00,0.60,0.59,,,-1.169,4.65,,3.8797,,,
0,1,1,21.16860000,2.180,0.194,,,0.64,,,,,,,,,,
0,1,1,21.16968700,2.200,0.200,,3880.00,0.59,,,,,,,,2.6000,,
0,1,1,21.17623917,,,,3811.00,0.60,0.59,,,-1.169,4.65,,3.8797,,,
1,1,1,21.16986100,1.980,0.177,,4148.21,0.57,0.66,,,,,,,,,
0,1,1,21.15950000,,,,3811.00,0.60,0.59,,,-1.169,4.65,,3.8797,,,
0,1,1,21.16961900,2.200,0.196,,3880.00,0.59,0.61,0.140,[Fe/H],-1.153,,0.790,4.2000,2.6000,14.60,34.85
0,1,1,19.49196500,6.800,0.610,,6320.00,1.49,,,,,4.22,,,,,
0,1,1,19.49100000,,,,6128.00,1.36,1.16,,,0.373,4.23,,0.6439,,,
0,1,1,19.50735025,,,,6128.00,1.36,1.16,,,0.373,4.23,,0.6439,,,
1,1,1,19.49221000,5.760,0.514,,6069.00,1.39,1.17,0.100,[Fe/H],,4.22,,2.2530,,,
0,1,1,19.49213000,6.120,0.546,27.00000,6025.00,1.38,1.18,0.100,[Fe/H],,4.25,3.990,0.6300,4.0000,,1.26
0,1,1,19.49179500,5.847,0.520,,6046.00,1.41,,0.050,[Fe/H],,4.14,,,,,
0,1,1,19.49183000,5.960,0.532,,,1.40,,,,,,,,,,
0,1,1,19.49213200,6.000,0.540,,,1.48,,,,,,,,,,
0,1,1,2.28896000,1.830,0.163,,,0.75,,,,,,,,,,
1,1,1,2.28943000,1.323,0.118,,,,0.83,,,,,,,,,
1,1,1,18.09830000,2.170,0.194,,,,1.11,,,,,,,,,
0,1,1,18.09710000,2.210,0.197,,,1.22,,,,,,,,,,
1,1,1,34.88500000,1.600,0.143,,,,0.91,,,,,,,,,
1,1,1,15.28410000,1.120,0.100,,,,0.95,,,,,,,,,
0,1,1,15.28410000,1.390,0.124,,,0.98,,,,,,,,,,
0,1,2,13.60697954,,,,4581.00,0.67,0.72,,,-0.751,4.65,,3.4085,,,
0,1,2,13.60300000,,,,4581.00,0.67,0.72,,,-0.751,4.65,,3.4085,,,
1,1,2,13.60300000,2.586,0.231,,4684.00,0.67,0.69,-0.137,[Fe/H],,4.62,,3.1900,,,-16.00
1,1,2,65.55000000,2.690,0.240,,4684.00,0.67,0.69,-0.137,[Fe/H],,4.62,,3.1900,,,-16.00
1,1,2,0.70531000,1.480,0.132,,,,0.94,,,,,,,,,
0,1,2,0.70538600,1.730,0.154,,,1.01,,,,,,,,,,
0,1,2,0.57129900,1.669,0.150,,5590.00,0.91,,0.080,[Fe/H],,4.54,,,,,
1,1,2,0.57133100,1.820,0.162,,5617.00,0.98,0.97,0.130,[Fe/H],,4.45,,,,,
0,1,2,0.57130800,1.460,0.130,,5590.00,0.83,0.93,0.025,[Fe/H],-0.119,4.56,5.000,,2.6200,,-15.86
0,1,2,0.57129200,1.520,0.136,8.36000,5470.00,0.87,0.94,-0.025,[Fe/H],,4.53,,,2.8000,,
0,1,2,0.57128500,1.816,0.162,,,1.02,,,,,,,,,,
0,1,2,0.57133600,1.800,0.160,,,0.97,,,,,,,,,,
0,1,2,0.57129900,1.669,0.149,,5590.00,0.91,0.97,0.080,[Fe/H],,4.54,,,,,
0,1,2,0.57133600,1.820,0.162,9.00000,5496.00,0.95,0.92,0.060,[Fe/H],,4.42,,,2.0000,,
0,1,2,0.57100000,1.712,0.153,7.72000,5496.00,0.98,0.90,0.060,[Fe/H],,4.42,,1.3500,,,
0,1,2,13.33974600,2.705,0.241,,5590.00,0.91,0.97,0.080,[Fe/H],,4.54,,,,,
0,1,2,13.33877000,3.790,0.338,,,1.02,,,,,,,,,,
0,1,2,13.33870000,2.770,0.247,5.70000,5496.00,0.95,0.92,0.060,[Fe/H],,4.42,,,2.0000,,
1,1,2,13.33907900,2.730,0.244,,5617.00,0.98,0.97,0.130,[Fe/H],,4.45,,,,,
0,1,2,13.34124500,2.530,0.226,,5590.00,0.83,0.93,0.025,[Fe/H],-0.119,4.56,5.000,,2.6200,,-15.86
0,1,2,13.33970000,2.500,0.223,5.80000,5470.00,0.87,0.94,-0.025,[Fe/H],,4.53,,,2.8000,,
0,1,2,13.33868700,2.800,0.250,,,0.97,,,,,,,,,,
0,1,2,13.33974600,2.705,0.240,,5590.00,0.91,,0.080,[Fe/H],,4.54,,,,,
1,2,1,6.18023500,11.781,1.051,953.49000,6202.00,1.59,1.32,0.141,[Fe/H],0.526,4.16,3.020,0.4650,74.9200,,36.85
1,1,1,3650.00000000,12.442,1.110,4131.79000,4898.00,2.70,0.90,-0.230,[Fe/H],,3.52,,0.0640,,,
1,1,3,3.59510000,1.950,0.174,8.75000,5430.00,1.71,1.05,0.200,[Fe/H],,3.99,9.000,0.2980,2.1000,41.00,
1,1,3,15.62400000,3.670,0.327,14.67000,5430.00,1.71,1.05,0.200,[Fe/H],,3.99,9.000,0.2980,2.1000,41.00,
1,1,3,35.74700000,3.940,0.352,10.18000,5430.00,1.71,1.05,0.200,[Fe/H],,3.99,9.000,0.2980,2.1000,41.00,
1,1,1,,,,5085.28000,2838.00,,0.05,,,-0.699,,0.001,,,,
1,1,2,2.30538000,,,,3326.00,0.30,0.30,0.100,[Fe/H],-1.972,4.85,,,2.0000,100.00,
1,1,2,8.05180000,,,,3326.00,0.30,0.30,0.100,[Fe/H],-1.972,4.85,,,2.0000,100.00,
1,1,1,5.74600700,2.025,0.181,,3348.00,0.31,0.29,0.040,[Fe/H],-1.971,4.93,9.900,14.1100,2.0000,29.85,14.65
0,1,1,5.74591200,,,,3390.00,0.31,,,,,4.94,,,,,
1,1,3,3.20400000,,,,2953.00,0.16,0.12,-0.080,[Fe/H],-2.770,,7.000,,2.5000,,1.06
1,1,3,6.68900000,,,,2953.00,0.16,0.12,-0.080,[Fe/H],-2.770,,7.000,,2.5000,,1.06
1,1,3,13.03100000,,,,2953.00,0.16,0.12,-0.080,[Fe/H],-2.770,,7.000,,2.5000,,1.06
1,1,2,1.62893100,1.130,0.101,1.66000,3270.00,0.21,0.18,,,-2.359,,,,,122.30,35.08
0,1,2,1.62892870,1.430,0.128,1.63000,,0.26,0.18,,,,4.88,,15.4000,,,
0,1,2,1.62893000,1.160,0.103,1.62000,3270.00,0.21,0.18,-0.120,[Fe/H],-2.359,,5.000,29.6000,2.0000,,35.00
0,1,2,,,,1.58000,,,,,,,,,,,122.31,
1,1,2,8.92900000,,,,3270.00,0.21,0.18,,,-2.359,,,,,122.30,35.08
0,1,2,41.37500000,,,,3357.57,0.37,0.37,0.160,[Fe/H],,4.88,,,,,
1,1,2,41.38000000,,,,3287.00,0.36,0.34,,,-1.869,4.87,,10.5255,,,
0,1,2,41.39700000,,,,3287.00,0.36,0.34,,,-1.869,4.87,,10.5255,,,
0,1,2,535.90000000,,,,3357.57,0.37,0.37,0.160,[Fe/H],,4.88,,,,,
1,1,2,532.58000000,,,,3287.00,0.36,0.34,,,-1.869,4.87,,10.5255,,,
1,1,1,2.01800000,,,,,,,,,,,,,,,
0,1,1,1.58040835,,,,3074.00,0.21,0.18,,,-2.431,5.04,,26.2020,,,
0,1,1,1.58040465,,,,3074.00,0.21,0.18,,,-2.431,5.04,,26.2020,,,
0,1,1,1.58040417,,,,3250.00,0.22,0.18,0.100,[Fe/H],-2.312,4.99,,22.8900,,,
0,1,1,1.58040482,2.270,0.203,6.43000,,0.21,0.16,,,,4.99,,24.1000,,,
0,1,1,1.58040487,2.740,0.244,6.37000,2949.00,0.21,0.15,,,-2.553,4.94,,23.2900,,,
0,1,1,1.58040430,2.610,0.233,,,0.20,,,,,,,,,,
1,1,1,1.58040456,2.847,0.254,6.26125,3026.00,0.22,0.15,0.390,[Fe/H],,4.94,,,,,
0,1,1,1.58040481,,,,3000.00,,,,,,5.00,,,,,
0,1,1,1.58040494,,,,3074.00,0.21,0.18,,,-2.431,5.04,,26.2020,,,
0,1,1,1.58040482,2.650,0.236,6.45000,3170.00,0.18,0.16,0.000,[Fe/H],,5.12,,38.4000,2.0000,,
0,1,1,1.58039250,2.678,0.239,6.55000,3026.00,0.21,0.16,,,-2.484,4.99,,23.9000,2.0000,,-21.10
0,1,1,1.58040490,2.640,0.240,,,0.21,0.16,,,,,3.000,25.2000,,,
0,1,1,1.58040481,,,,3026.00,0.21,,0.000,[M/H],,5.00,,,,,
0,1,1,,,,,3026.00,0.20,,0.000,[M/H],,5.00,,,,,
0,1,1,0.51822400,1.135,,,3325.00,0.38,,,,,4.89,,,,,
1,1,1,0.51823490,1.193,0.106,2.09000,3458.00,0.39,0.38,0.100,[Fe/H],-1.708,,,,,64.00,7.48
1,1,1,3.65110000,,,,3236.00,0.19,0.18,-0.040,[Fe/H],-2.439,5.09,,,2.0000,70.00,-24.30
0,1,2,35.58900000,,,30.63000,,0.73,0.76,,,-0.706,,,,,,
0,1,2,35.61342100,2.907,,,4628.53,0.71,,,,,4.32,,,,,
1,1,2,35.61253000,2.610,0.233,22.70000,4640.00,0.69,0.73,0.003,[Fe/H],-0.686,4.61,3.800,3.0300,,,
0,2,2,11.44320000,,,,3742.67,0.38,0.40,-0.391,[Fe/H],,4.89,,,,,
1,2,2,11.44070000,,,,3607.00,0.38,0.38,-0.340,[Fe/H],-1.655,4.87,,,1.0900,,
0,2,2,11.44330000,,,,3567.00,0.39,0.38,-0.320,[Fe/H],-1.663,4.90,,,1.4500,,
1,2,2,7600.00000000,,,,3607.00,0.38,0.38,-0.340,[Fe/H],-1.655,4.87,,,1.0900,,
1,1,1,5.23540000,,,,4347.00,,0.69,,,-0.796,,,,,43.60,
1,1,3,8.63182000,,,,,,,,,,,,,,,58.60
1,1,3,25.63058000,,,,,,,,,,,,,,,58.60
1,1,3,603.95116000,,,,,,,,,,,,,,,58.60
0,1,1,2333.00000000,,,,3411.78,0.38,0.39,0.183,[Fe/H],,4.87,,,,,
1,1,1,2288.00000000,,,,3370.00,0.38,0.36,0.300,[Fe/H],-1.796,4.83,,,1.5000,,
1,1,3,17.13300000,,,,,,0.43,,,,,,,,,
0,1,3,17.38000000,,,,3371.00,,0.43,,,-1.886,,,,,,
1,1,3,24.32900000,,,,3371.00,,0.43,,,-1.886,,,,,,
1,1,3,106.30000000,,,,,,0.43,,,,,,,,,
1,1,1,69.97100000,,,,,,0.62,,,,,,,,,
1,2,2,121.99500000,,,,,,0.58,,,,,,,,,
0,2,2,471.00000000,,,,3564.00,,0.58,,,-1.553,,,,,,
1,2,2,526.11500000,,,,,,0.58,,,,,,,,,
1,1,1,14.23800000,,,,3451.00,0.36,0.36,-0.030,[Fe/H],-1.772,4.96,,,2.0000,122.10,22.65
1,1,1,15.81900000,,,,3542.00,,0.53,,,-1.585,,,,,,
1,1,2,18.64980000,,,,3382.00,0.29,0.29,0.090,[Fe/H],-2.056,,,,,99.00,18.41
1,1,2,4.72340000,,,,3382.00,0.29,0.29,0.090,[Fe/H],-2.056,,,,,99.00,18.41
1,2,1,133.71000000,,,,5540.00,0.90,0.90,0.100,[Fe/H],-0.180,4.70,,,5.5000,,-5.81
1,1,1,11.94900000,,,,,,0.47,,,,,,,,,
1,1,3,1.22003000,,,,3717.00,0.50,0.68,-0.300,[Fe/H],-1.347,,,,,42.50,13.60
1,1,3,5.97400000,,,,3717.00,0.50,0.68,-0.300,[Fe/H],-1.347,,,,,42.50,13.60
1,1,3,257.80000000,,,,3717.00,0.50,0.68,-0.300,[Fe/H],-1.347,,,,,42.50,13.60
0,1,2,692.90000000,,,,,,0.26,-0.230,[Fe/H],,,,,,,
0,1,2,692.00000000,,,794.50000,3510.00,,0.42,0.360,[Fe/H],,,5.000,,,,87.80
1,1,2,695.66000000,,,,,,0.42,,,,,,,,,
0,1,2,695.36000000,,,,3492.73,0.43,0.45,0.301,[Fe/H],,4.82,,,,,
0,1,2,7500.00000000,,,,3492.73,0.43,0.45,0.301,[Fe/H],,4.82,,,,,
1,1,2,6739.32300000,,,,,,0.42,,,,,,,,,
0,1,2,10000.00000000,,,,3510.00,,0.42,0.360,[Fe/H],,,5.000,,,,87.80
0,1,2,5312.00000000,,,,,,0.24,,,,,,,,,
1,1,1,4100.00000000,,,,3900.00,,0.69,0.000,[M/H],,,,,,,
1,1,4,30.59870000,,,,3466.00,0.40,0.42,0.020,[Fe/H],-1.658,,,,,41.00,13.30
0,1,4,30.60000000,,,,3466.00,0.40,0.42,0.020,[Fe/H],-1.658,,,,,,13.30
1,1,4,122.61960000,,,,3466.00,0.40,0.42,0.020,[Fe/H],-1.658,,,,,41.00,13.30
0,1,4,123.75000000,,,,3466.00,0.40,0.42,0.020,[Fe/H],-1.658,,,,,,13.30
1,1,4,48.13450000,,,,3466.00,0.40,0.42,0.020,[Fe/H],-1.658,,,,,41.00,13.30
1,1,4,13.25430000,,,,3466.00,0.40,0.42,0.020,[Fe/H],-1.658,,,,,41.00,13.30
1,1,2,5.36360000,,,,3159.00,0.12,0.16,-0.270,[Fe/H],-2.569,,,,,33.00,42.45
1,1,2,40.54000000,,,,3159.00,0.12,0.16,-0.270,[Fe/H],-2.569,,,,,33.00,42.45
1,1,1,14.20700000,,,,3526.00,0.44,0.47,-0.090,[Fe/H],-1.538,,,,,,47.80
1,2,1,24.45000000,,,,4005.00,0.58,0.64,-0.030,[Fe/H],-1.101,4.68,4.000,,2.3000,16.61,11.80
0,1,1,3.33666500,,,,3552.00,0.50,0.50,,,-1.446,4.74,,5.6242,,,
1,1,1,3.33664960,4.570,0.408,13.90000,3600.00,0.55,0.54,0.200,[Fe/H],,4.70,,3.3000,,,
0,1,1,3.33664900,,,,3552.00,0.50,0.50,,,-1.446,4.74,,5.6242,,,
0,1,1,3.33664900,3.880,0.346,12.58000,3652.00,0.48,0.51,0.200,[Fe/H],-1.538,4.66,1.650,,,21.54,
0,1,1,3.33665000,4.830,0.431,13.90000,3600.00,0.57,0.54,0.200,[Fe/H],,4.66,,4.1000,,,
0,1,1,3.33664900,4.320,0.385,14.10000,,0.53,0.56,,,,4.74,,5.4000,,,
0,1,1,3.33714000,4.200,0.370,14.00000,3600.00,0.50,0.54,,,-1.538,,1.650,,,,26.52
0,1,1,3.33664130,,,,3552.00,0.50,0.50,,,-1.446,4.74,,5.6242,,,
0,1,1,3.33664870,3.880,0.346,13.73000,3652.00,0.48,0.51,0.180,[Fe/H],,4.78,2.500,6.5100,,,
1,2,2,1.19800350,1.264,0.113,1.86000,3347.00,0.36,0.36,0.110,[Fe/H],-1.824,4.81,,10.9300,2.0000,168.30,-1.10
0,2,2,1.19805800,1.174,,,3332.00,0.35,,,,,4.92,,,,,
1,2,2,15.50900000,,,,3347.00,0.36,0.36,0.110,[Fe/H],-1.824,4.81,,10.9300,2.0000,168.30,-1.10
1,1,1,203.59000000,,,,3081.00,0.14,0.12,-0.070,[Fe/H],-2.804,,5.500,,,87.00,
0,1,3,3.93079200,1.305,,,3505.00,0.36,,,,,4.91,,,,,
1,1,3,3.93072000,1.217,0.109,1.84000,3505.00,0.34,0.34,-0.120,[Fe/H],-1.798,4.94,,13.6000,2.0000,,
1,1,3,9.12470000,,,,3505.00,0.34,0.34,-0.120,[Fe/H],-1.798,4.94,,13.6000,2.0000,,
1,1,3,55.66100000,,,,3505.00,0.34,0.34,-0.120,[Fe/H],-1.798,4.94,,13.6000,2.0000,,
1,1,1,2.64561000,,,8.40000,,0.43,0.45,,,-1.699,,5.000,,1.0000,,5.19
1,1,1,3.02320000,,,,3324.00,0.28,0.27,0.000,[Fe/H],-2.062,5.05,,,2.0000,95.00,-19.36
1,1,1,7.02679000,,,,3579.00,0.43,0.43,-0.090,[Fe/H],-1.571,4.88,,,2.0000,34.15,
1,1,1,6.90500000,,,,3867.00,0.61,0.63,-0.040,[Fe/H],-1.120,4.65,,,1.6700,,
1,1,2,2.64977000,,,,3722.00,0.49,0.50,-0.160,[Fe/H],-1.387,4.77,,,0.9300,,-44.81
1,1,2,13.74000000,,,,3722.00,0.49,0.50,-0.160,[Fe/H],-1.387,4.77,,,0.9300,,-44.81
0,1,2,12.95320000,,,,3563.00,0.39,0.39,-0.380,[Fe/H],-1.658,,,,,56.15,-84.65
1,1,2,12.94600000,,,,3601.00,0.39,0.39,-0.090,[Fe/H],-1.710,4.87,,,2.0000,56.15,-85.02
0,1,2,12.93820000,,,,3719.95,0.37,0.39,-0.361,[Fe/H],,4.90,,,,,
1,2,2,50.80000000,2.630,0.235,,4120.00,0.68,0.65,0.240,[Fe/H],-0.924,4.65,12.400,,,,
0,2,2,51.62500000,,,,4205.93,0.67,0.69,0.243,[Fe/H],,4.62,,,,,
1,2,2,749.83000000,8.400,0.749,,4120.00,0.68,0.65,0.240,[Fe/H],-0.924,4.65,12.400,,,,
0,2,2,744.70000000,,,,4205.93,0.67,0.69,0.243,[Fe/H],,4.62,,,,,
1,1,1,20.12900000,,,,,,0.35,,,,,,,,,
0,1,1,26.16100000,,,,3323.00,,0.35,,,-1.959,,,,,,
1,1,1,13.35200000,,,,3387.00,0.41,0.41,0.120,[Fe/H],-1.706,4.97,6.900,,2.0000,64.30,
0,1,3,7.37090000,,,,3600.00,,0.48,-0.220,[Fe/H],-1.469,,,,,,
0,1,3,7.36970000,,,,3472.00,,0.48,,,-1.699,,,,,,
1,1,3,7.37050000,,,,,,0.48,,,,,,,,,
0,1,3,7.37090000,,,,3461.00,0.50,0.59,-0.170,[Fe/H],,4.81,,,,,
0,1,3,3400.00000000,,,,3472.00,,0.48,,,-1.699,,,,,,
1,1,3,5094.10500000,,,,,,0.48,,,,,,,,,
1,1,3,36.05900000,,,,,,0.48,,,,,,,,,
0,1,1,2.64386000,4.200,0.370,23.10000,,0.45,,,,,,,,,,
1,1,1,2.64388312,4.170,0.372,22.10000,,0.46,0.47,,,,4.79,,7.0000,,,
0,1,1,2.60000000,4.260,0.380,23.20100,,,,,,,,,,,,
0,1,1,2.64385900,,,,3456.00,0.43,0.42,,,-1.633,4.80,,7.6875,,,
0,1,1,2.64389040,4.040,0.360,,3500.00,0.45,0.45,0.000,[Fe/H],,5.00,,,,,
0,1,1,2.64389846,,,,3456.00,0.43,0.42,,,-1.633,4.80,,7.6875,,,
0,1,1,2.64389803,4.100,0.366,25.40000,3416.00,0.46,0.56,0.020,[Fe/H],,4.84,,8.3300,0.2400,,
0,1,1,2.64389788,4.191,0.374,23.13802,3350.00,,,-0.150,[Fe/H],,4.43,,,,,
0,1,1,2.64389790,3.960,0.353,,3585.00,0.44,0.45,,,,4.84,,,,,
0,1,1,2.64389524,4.091,0.365,23.42407,3500.00,0.45,0.46,-0.030,[Fe/H],,4.79,,6.9300,,,
0,1,1,2.64389860,,,,3500.00,,,0.000,[Fe/H],,4.50,,,,,
0,1,1,2.64389803,,,25.40000,3479.00,0.45,0.45,,,,,,,0.3300,44.09,
0,1,1,2.64385000,4.222,0.377,23.16880,3350.00,0.46,0.45,-0.030,[Fe/H],-1.585,4.84,6.000,6.4300,,,
0,1,1,2.64400000,,,,3456.00,0.43,0.42,,,-1.633,4.80,,7.6875,,,
0,1,1,2.64394300,,,,3456.00,0.43,0.42,,,-1.633,4.80,,7.6875,,,
0,1,1,2.64410000,,,,,,0.41,,,,,3.000,,3.0000,,
0,1,1,2.64385000,,,,3350.00,,0.44,-0.030,[M/H],-1.620,,,,,,
0,1,1,2.64389200,,,,3586.11,0.42,0.44,0.099,[Fe/H],,4.84,,,,,
0,1,1,,,,21.67601,,,0.45,-0.030,[Fe/H],,,,,,,
1,1,1,9.56700000,,,,,,0.45,,,,,,,,,
1,1,1,1.46711900,1.305,0.116,2.82000,3340.00,0.33,0.32,0.070,[Fe/H],-1.917,,,,,130.10,
0,1,1,1.46712600,1.333,,,3297.00,0.33,,,,,4.89,,,,,
1,1,1,,,,1271.30000,6234.00,,1.22,0.280,[Fe/H],0.332,4.60,0.160,,,,
